"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"77","GR4","19/06/2009 13:00",1009,5,7.7,15.3,48.4,14.9,12,233,18,234,2.3,"13:00",13,2009-06-19,2009,6,24,"Friday",1010,19,10,39.2,47.9,41.5,12,280,18,212,2,1010,9.7,7.7,22.5,48.4,22.6,10,370,18,234,1.9,1010,21.2,11,43.5,44.9,24,11,391,18,186,1.5
"78","GR4","19/06/2009 14:00",1009,2.5,12.4,16.3,46.9,18.3,12,331,18,206,2.6,"14:00",14,2009-06-19,2009,6,24,"Friday",1009,5,7.7,15.3,48.4,14.9,12,233,18,234,2.3,1010,19,10,39.2,47.9,41.5,12,280,18,212,2,1010,9.7,7.7,22.5,48.4,22.6,10,370,18,234,1.9
"79","GR4","19/06/2009 15:00",1009,2.8,9.1,13.4,51.4,18.9,12,273,18,242,2.3,"15:00",15,2009-06-19,2009,6,24,"Friday",1009,2.5,12.4,16.3,46.9,18.3,12,331,18,206,2.6,1009,5,7.7,15.3,48.4,14.9,12,233,18,234,2.3,1010,19,10,39.2,47.9,41.5,12,280,18,212,2
"80","GR4","19/06/2009 16:00",1008,0.9,10.5,12,49.9,19.1,13,262,18,233,2,"16:00",16,2009-06-19,2009,6,24,"Friday",1009,2.8,9.1,13.4,51.4,18.9,12,273,18,242,2.3,1009,2.5,12.4,16.3,46.9,18.3,12,331,18,206,2.6,1009,5,7.7,15.3,48.4,14.9,12,233,18,234,2.3
"81","GR4","13/07/2009 09:00",998,5,8.6,16.3,44.9,22,10,329,19,246,2.2,"09:00",9,2009-07-13,2009,7,28,"Monday",998,4.1,7.2,13.4,34.4,22.5,10,181,18,271,1.7,998,4.1,12,18.2,38.4,18.9,11,139,17,235,2,997,3.7,10,15.8,35.9,18.9,11,52,15,211,2.1
"82","GR4","13/07/2009 10:00",998,5.9,6.7,15.8,48.9,21.2,11,405,20,225,2.5,"10:00",10,2009-07-13,2009,7,28,"Monday",998,5,8.6,16.3,44.9,22,10,329,19,246,2.2,998,4.1,7.2,13.4,34.4,22.5,10,181,18,271,1.7,998,4.1,12,18.2,38.4,18.9,11,139,17,235,2
"83","GR4","13/07/2009 11:00",998,4.7,4.8,12,57.4,22.8,12,620,21,216,3.2,"11:00",11,2009-07-13,2009,7,28,"Monday",998,5.9,6.7,15.8,48.9,21.2,11,405,20,225,2.5,998,5,8.6,16.3,44.9,22,10,329,19,246,2.2,998,4.1,7.2,13.4,34.4,22.5,10,181,18,271,1.7
"84","GR4","13/07/2009 12:00",998,1.9,1.4,4.3,58.9,22.2,11,653,21,221,3.1,"12:00",12,2009-07-13,2009,7,28,"Monday",998,4.7,4.8,12,57.4,22.8,12,620,21,216,3.2,998,5.9,6.7,15.8,48.9,21.2,11,405,20,225,2.5,998,5,8.6,16.3,44.9,22,10,329,19,246,2.2
"85","GR4","13/07/2009 13:00",998,5.6,2.4,11,58.9,17.6,8,744,22,225,3.1,"13:00",13,2009-07-13,2009,7,28,"Monday",998,1.9,1.4,4.3,58.9,22.2,11,653,21,221,3.1,998,4.7,4.8,12,57.4,22.8,12,620,21,216,3.2,998,5.9,6.7,15.8,48.9,21.2,11,405,20,225,2.5
"86","GR4","13/07/2009 14:00",999,1.2,0.5,2.4,61.9,19.6,11,245,22,211,2.7,"14:00",14,2009-07-13,2009,7,28,"Monday",998,5.6,2.4,11,58.9,17.6,8,744,22,225,3.1,998,1.9,1.4,4.3,58.9,22.2,11,653,21,221,3.1,998,4.7,4.8,12,57.4,22.8,12,620,21,216,3.2
"87","GR4","13/07/2009 15:00",999,1.2,1.4,3.3,66.4,13,10,232,20,219,3.3,"15:00",15,2009-07-13,2009,7,28,"Monday",999,1.2,0.5,2.4,61.9,19.6,11,245,22,211,2.7,998,5.6,2.4,11,58.9,17.6,8,744,22,225,3.1,998,1.9,1.4,4.3,58.9,22.2,11,653,21,221,3.1
"88","GR4","13/07/2009 16:00",999,1.2,1.4,3.3,65.4,20.6,11,150,20,205,3.2,"16:00",16,2009-07-13,2009,7,28,"Monday",999,1.2,1.4,3.3,66.4,13,10,232,20,219,3.3,999,1.2,0.5,2.4,61.9,19.6,11,245,22,211,2.7,998,5.6,2.4,11,58.9,17.6,8,744,22,225,3.1
"89","GR4","14/07/2009 09:00",1002,9,16.7,30.6,27.4,27.8,14,225,18,222,2,"09:00",9,2009-07-14,2009,7,28,"Tuesday",1002,3.7,9.6,15.3,35.9,23.3,11,210,17,215,2.2,1002,2.8,8.1,12.4,35.9,26.9,13,148,16,206,1.9,1002,4.7,11.5,18.6,28.9,26.5,12,64,15,202,1.7
"90","GR4","14/07/2009 10:00",1001,7.2,9.1,20.1,30.9,19.8,12,309,19,204,1.2,"10:00",10,2009-07-14,2009,7,28,"Tuesday",1002,9,16.7,30.6,27.4,27.8,14,225,18,222,2,1002,3.7,9.6,15.3,35.9,23.3,11,210,17,215,2.2,1002,2.8,8.1,12.4,35.9,26.9,13,148,16,206,1.9
"91","GR4","14/07/2009 11:00",1001,2.8,4.8,9.1,43.9,23,11,268,19,203,1.7,"11:00",11,2009-07-14,2009,7,28,"Tuesday",1001,7.2,9.1,20.1,30.9,19.8,12,309,19,204,1.2,1002,9,16.7,30.6,27.4,27.8,14,225,18,222,2,1002,3.7,9.6,15.3,35.9,23.3,11,210,17,215,2.2
"92","GR4","14/07/2009 12:00",1001,2.2,1.9,5.3,53.9,23.7,12,576,20,226,1.8,"12:00",12,2009-07-14,2009,7,28,"Tuesday",1001,2.8,4.8,9.1,43.9,23,11,268,19,203,1.7,1001,7.2,9.1,20.1,30.9,19.8,12,309,19,204,1.2,1002,9,16.7,30.6,27.4,27.8,14,225,18,222,2
"93","GR4","14/07/2009 13:00",1000,3.7,3.8,9.6,59.4,18.8,10,784,22,178,1.9,"13:00",13,2009-07-14,2009,7,28,"Tuesday",1001,2.2,1.9,5.3,53.9,23.7,12,576,20,226,1.8,1001,2.8,4.8,9.1,43.9,23,11,268,19,203,1.7,1001,7.2,9.1,20.1,30.9,19.8,12,309,19,204,1.2
"94","GR4","14/07/2009 14:00",1000,1.6,1.9,4.3,65.4,22,12,757,22,215,2.7,"14:00",14,2009-07-14,2009,7,28,"Tuesday",1000,3.7,3.8,9.6,59.4,18.8,10,784,22,178,1.9,1001,2.2,1.9,5.3,53.9,23.7,12,576,20,226,1.8,1001,2.8,4.8,9.1,43.9,23,11,268,19,203,1.7
"95","GR4","14/07/2009 15:00",1000,1.6,2.4,4.8,64.9,17.4,9,582,22,193,2.3,"15:00",15,2009-07-14,2009,7,28,"Tuesday",1000,1.6,1.9,4.3,65.4,22,12,757,22,215,2.7,1000,3.7,3.8,9.6,59.4,18.8,10,784,22,178,1.9,1001,2.2,1.9,5.3,53.9,23.7,12,576,20,226,1.8
"96","GR4","14/07/2009 16:00",1000,1.9,4.8,7.7,59.9,23.6,13,349,22,221,2.2,"16:00",16,2009-07-14,2009,7,28,"Tuesday",1000,1.6,2.4,4.8,64.9,17.4,9,582,22,193,2.3,1000,1.6,1.9,4.3,65.4,22,12,757,22,215,2.7,1000,3.7,3.8,9.6,59.4,18.8,10,784,22,178,1.9
"97","GR4","15/07/2009 09:00",1000,1.9,3.8,6.7,45.9,30.6,16,95,17,209,1.4,"09:00",9,2009-07-15,2009,7,28,"Wednesday",1000,1.9,3.3,6.2,42.9,34,14,159,18,174,1.5,1000,2.1,5.7,8.9,42.4,31.4,15,89,18,195,1.4,1001,1.9,6.7,9.6,37.4,32.1,14,68,16,201,1
"98","GR4","15/07/2009 10:00",1000,1.9,2.9,5.7,53.4,31.6,15,430,17,216,1.2,"10:00",10,2009-07-15,2009,7,28,"Wednesday",1000,1.9,3.8,6.7,45.9,30.6,16,95,17,209,1.4,1000,1.9,3.3,6.2,42.9,34,14,159,18,174,1.5,1000,2.1,5.7,8.9,42.4,31.4,15,89,18,195,1.4
"99","GR4","15/07/2009 11:00",1000,1.9,1.9,4.8,54.9,30.2,13,394,19,200,2.3,"11:00",11,2009-07-15,2009,7,28,"Wednesday",1000,1.9,2.9,5.7,53.4,31.6,15,430,17,216,1.2,1000,1.9,3.8,6.7,45.9,30.6,16,95,17,209,1.4,1000,1.9,3.3,6.2,42.9,34,14,159,18,174,1.5
"100","GR4","15/07/2009 12:00",1000,2.1,1.9,5.1,58.9,28,15,669,19,184,2.8,"12:00",12,2009-07-15,2009,7,28,"Wednesday",1000,1.9,1.9,4.8,54.9,30.2,13,394,19,200,2.3,1000,1.9,2.9,5.7,53.4,31.6,15,430,17,216,1.2,1000,1.9,3.8,6.7,45.9,30.6,16,95,17,209,1.4
"101","GR4","15/07/2009 13:00",1000,2.8,5.7,10,54.4,29.1,15,829,21,213,3.5,"13:00",13,2009-07-15,2009,7,28,"Wednesday",1000,2.1,1.9,5.1,58.9,28,15,669,19,184,2.8,1000,1.9,1.9,4.8,54.9,30.2,13,394,19,200,2.3,1000,1.9,2.9,5.7,53.4,31.6,15,430,17,216,1.2
"102","GR4","15/07/2009 14:00",1000,1.6,3.3,5.7,60.9,28.2,14,867,21,205,2.7,"14:00",14,2009-07-15,2009,7,28,"Wednesday",1000,2.8,5.7,10,54.4,29.1,15,829,21,213,3.5,1000,2.1,1.9,5.1,58.9,28,15,669,19,184,2.8,1000,1.9,1.9,4.8,54.9,30.2,13,394,19,200,2.3
"103","GR4","15/07/2009 15:00",1000,1.2,4.8,6.7,59.9,29.1,15,661,21,183,2.8,"15:00",15,2009-07-15,2009,7,28,"Wednesday",1000,1.6,3.3,5.7,60.9,28.2,14,867,21,205,2.7,1000,2.8,5.7,10,54.4,29.1,15,829,21,213,3.5,1000,2.1,1.9,5.1,58.9,28,15,669,19,184,2.8
"104","GR4","15/07/2009 16:00",1000,1.9,5.3,8.1,60.4,27,16,321,21,203,2.4,"16:00",16,2009-07-15,2009,7,28,"Wednesday",1000,1.2,4.8,6.7,59.9,29.1,15,661,21,183,2.8,1000,1.6,3.3,5.7,60.9,28.2,14,867,21,205,2.7,1000,2.8,5.7,10,54.4,29.1,15,829,21,213,3.5
"105","GR4","16/07/2009 09:00",1002,3.4,6.7,12,43.9,35.9,14,264,18,185,3.8,"09:00",9,2009-07-16,2009,7,28,"Thursday",1002,4.4,9.6,16.3,36.4,28.1,14,133,17,196,3.3,1001,5,14,21.7,28.4,31.8,19,122,16,194,2.9,1001,5.3,11,19.1,28.9,29.6,15,55,16,157,1.6
"106","GR4","16/07/2009 10:00",1003,2.9,6.4,10.8,47.4,25.6,14,362,19,207,4.1,"10:00",10,2009-07-16,2009,7,28,"Thursday",1002,3.4,6.7,12,43.9,35.9,14,264,18,185,3.8,1002,4.4,9.6,16.3,36.4,28.1,14,133,17,196,3.3,1001,5,14,21.7,28.4,31.8,19,122,16,194,2.9
"107","GR4","16/07/2009 11:00",1003,2.2,3.8,7.2,55.4,29.9,16,498,19,212,3.9,"11:00",11,2009-07-16,2009,7,28,"Thursday",1003,2.9,6.4,10.8,47.4,25.6,14,362,19,207,4.1,1002,3.4,6.7,12,43.9,35.9,14,264,18,185,3.8,1002,4.4,9.6,16.3,36.4,28.1,14,133,17,196,3.3
"108","GR4","16/07/2009 12:00",1004,1.2,2.9,4.8,59.4,26,16,475,20,203,3.6,"12:00",12,2009-07-16,2009,7,28,"Thursday",1003,2.2,3.8,7.2,55.4,29.9,16,498,19,212,3.9,1003,2.9,6.4,10.8,47.4,25.6,14,362,19,207,4.1,1002,3.4,6.7,12,43.9,35.9,14,264,18,185,3.8
"109","GR4","16/07/2009 13:00",1005,3.4,2.9,8.1,64.4,26,14,355,20,211,3.4,"13:00",13,2009-07-16,2009,7,28,"Thursday",1004,1.2,2.9,4.8,59.4,26,16,475,20,203,3.6,1003,2.2,3.8,7.2,55.4,29.9,16,498,19,212,3.9,1003,2.9,6.4,10.8,47.4,25.6,14,362,19,207,4.1
"110","GR4","16/07/2009 14:00",1005,1.2,2.4,4.3,65.9,26.4,16,442,21,197,3.6,"14:00",14,2009-07-16,2009,7,28,"Thursday",1005,3.4,2.9,8.1,64.4,26,14,355,20,211,3.4,1004,1.2,2.9,4.8,59.4,26,16,475,20,203,3.6,1003,2.2,3.8,7.2,55.4,29.9,16,498,19,212,3.9
"111","GR4","16/07/2009 15:00",1006,0.9,3.8,5.3,68.9,31.4,17,229,20,196,3.4,"15:00",15,2009-07-16,2009,7,28,"Thursday",1005,1.2,2.4,4.3,65.9,26.4,16,442,21,197,3.6,1005,3.4,2.9,8.1,64.4,26,14,355,20,211,3.4,1004,1.2,2.9,4.8,59.4,26,16,475,20,203,3.6
"112","GR4","16/07/2009 16:00",1006,1.9,5.7,8.6,65.9,24.7,13,224,20,214,3.5,"16:00",16,2009-07-16,2009,7,28,"Thursday",1006,0.9,3.8,5.3,68.9,31.4,17,229,20,196,3.4,1005,1.2,2.4,4.3,65.9,26.4,16,442,21,197,3.6,1005,3.4,2.9,8.1,64.4,26,14,355,20,211,3.4
"113","GR4","17/07/2009 09:00",1011,5.9,5.3,14.3,42.4,20.7,11,337,19,206,2,"09:00",9,2009-07-17,2009,7,28,"Friday",1012,2.9,9.6,14,38.4,26.8,13,212,18,217,2,1012,5.9,21,30.1,31.4,43.1,22,84,16,225,1.9,1012,4.4,21,27.7,31.4,38.2,20,85,15,206,1.3
"114","GR4","17/07/2009 10:00",1011,3.7,5.7,11.5,48.4,29.5,11,377,20,202,1.5,"10:00",10,2009-07-17,2009,7,28,"Friday",1011,5.9,5.3,14.3,42.4,20.7,11,337,19,206,2,1012,2.9,9.6,14,38.4,26.8,13,212,18,217,2,1012,5.9,21,30.1,31.4,43.1,22,84,16,225,1.9
"115","GR4","17/07/2009 11:00",1010,1.9,4.8,7.7,48.9,19.3,9,664,21,200,1.9,"11:00",11,2009-07-17,2009,7,28,"Friday",1011,3.7,5.7,11.5,48.4,29.5,11,377,20,202,1.5,1011,5.9,5.3,14.3,42.4,20.7,11,337,19,206,2,1012,2.9,9.6,14,38.4,26.8,13,212,18,217,2
"116","GR4","17/07/2009 12:00",1009,1.9,4.3,7.2,50.4,19.5,10,720,23,168,1.3,"12:00",12,2009-07-17,2009,7,28,"Friday",1010,1.9,4.8,7.7,48.9,19.3,9,664,21,200,1.9,1011,3.7,5.7,11.5,48.4,29.5,11,377,20,202,1.5,1011,5.9,5.3,14.3,42.4,20.7,11,337,19,206,2
"117","GR4","17/07/2009 13:00",1008,4.7,6.7,13.9,46.4,14.7,8,649,23,158,1.6,"13:00",13,2009-07-17,2009,7,28,"Friday",1009,1.9,4.3,7.2,50.4,19.5,10,720,23,168,1.3,1010,1.9,4.8,7.7,48.9,19.3,9,664,21,200,1.9,1011,3.7,5.7,11.5,48.4,29.5,11,377,20,202,1.5
"118","GR4","17/07/2009 14:00",1008,3.1,11.5,16.3,32.9,15.6,11,566,23,168,1.3,"14:00",14,2009-07-17,2009,7,28,"Friday",1008,4.7,6.7,13.9,46.4,14.7,8,649,23,158,1.6,1009,1.9,4.3,7.2,50.4,19.5,10,720,23,168,1.3,1010,1.9,4.8,7.7,48.9,19.3,9,664,21,200,1.9
"119","GR4","17/07/2009 15:00",1007,5,22.5,30.1,38.9,21.9,14,363,23,168,1.1,"15:00",15,2009-07-17,2009,7,28,"Friday",1008,3.1,11.5,16.3,32.9,15.6,11,566,23,168,1.3,1008,4.7,6.7,13.9,46.4,14.7,8,649,23,158,1.6,1009,1.9,4.3,7.2,50.4,19.5,10,720,23,168,1.3
"120","GR4","17/07/2009 16:00",1006,3.1,18.2,23,38.4,20.1,13,225,22,137,1.2,"16:00",16,2009-07-17,2009,7,28,"Friday",1007,5,22.5,30.1,38.9,21.9,14,363,23,168,1.1,1008,3.1,11.5,16.3,32.9,15.6,11,566,23,168,1.3,1008,4.7,6.7,13.9,46.4,14.7,8,649,23,158,1.6
"121","GR4","05/10/2009 09:00",1004,21.5,43,76,4.5,22.4,20,337,13,256,1.5,"09:00",9,2009-10-05,2009,10,40,"Monday",1004,20,49.2,79.8,3,21.8,19,152,11,224,1.3,1003,20.6,57.4,88.9,2.5,25.6,19,48,10,244,1.1,1003,37.7,54.5,112.4,0.5,23,19,10,10,237,1
"122","GR4","05/10/2009 10:00",1004,14.7,38.7,61.2,6,23.4,22,419,14,242,1.5,"10:00",10,2009-10-05,2009,10,40,"Monday",1004,21.5,43,76,4.5,22.4,20,337,13,256,1.5,1004,20,49.2,79.8,3,21.8,19,152,11,224,1.3,1003,20.6,57.4,88.9,2.5,25.6,19,48,10,244,1.1
"123","GR4","05/10/2009 11:00",1004,29.9,43,88.9,6,22.8,20,490,14,230,1.7,"11:00",11,2009-10-05,2009,10,40,"Monday",1004,14.7,38.7,61.2,6,23.4,22,419,14,242,1.5,1004,21.5,43,76,4.5,22.4,20,337,13,256,1.5,1004,20,49.2,79.8,3,21.8,19,152,11,224,1.3
"124","GR4","05/10/2009 12:00",1004,27.4,42.6,84.6,4,27,23,551,15,241,2.3,"12:00",12,2009-10-05,2009,10,40,"Monday",1004,29.9,43,88.9,6,22.8,20,490,14,230,1.7,1004,14.7,38.7,61.2,6,23.4,22,419,14,242,1.5,1004,21.5,43,76,4.5,22.4,20,337,13,256,1.5
"125","GR4","05/10/2009 13:00",1004,40.5,43,105.2,3,27.8,24,646,16,248,2,"13:00",13,2009-10-05,2009,10,40,"Monday",1004,27.4,42.6,84.6,4,27,23,551,15,241,2.3,1004,29.9,43,88.9,6,22.8,20,490,14,230,1.7,1004,14.7,38.7,61.2,6,23.4,22,419,14,242,1.5
"126","GR4","05/10/2009 14:00",1004,31.2,44.5,92.3,3,28.2,24,490,16,238,1.5,"14:00",14,2009-10-05,2009,10,40,"Monday",1004,40.5,43,105.2,3,27.8,24,646,16,248,2,1004,27.4,42.6,84.6,4,27,23,551,15,241,2.3,1004,29.9,43,88.9,6,22.8,20,490,14,230,1.7
"127","GR4","05/10/2009 15:00",1004,28.1,48.8,91.8,2,34.2,28,50,15,238,1.5,"15:00",15,2009-10-05,2009,10,40,"Monday",1004,31.2,44.5,92.3,3,28.2,24,490,16,238,1.5,1004,40.5,43,105.2,3,27.8,24,646,16,248,2,1004,27.4,42.6,84.6,4,27,23,551,15,241,2.3
"128","GR4","05/10/2009 16:00",1004,17.2,45.9,72.2,1.5,28.6,24,40,15,236,1.7,"16:00",16,2009-10-05,2009,10,40,"Monday",1004,28.1,48.8,91.8,2,34.2,28,50,15,238,1.5,1004,31.2,44.5,92.3,3,28.2,24,490,16,238,1.5,1004,40.5,43,105.2,3,27.8,24,646,16,248,2
"129","GR4","06/10/2009 09:00",1001,5.3,17.7,25.8,15.5,13.5,12,48,12,74,1.5,"09:00",9,2009-10-06,2009,10,40,"Tuesday",1002,4.1,19.1,25.3,18.5,16.7,15,20,12,58,1.2,1002,3.7,23,28.7,22.5,18.8,15,5,12,52,1.3,1002,2.8,23,27.3,23.9,19.7,16,0,12,74,0.8
"130","GR4","06/10/2009 10:00",1001,5.3,15.8,23.9,21,15.4,11,58,12,53,1.3,"10:00",10,2009-10-06,2009,10,40,"Tuesday",1001,5.3,17.7,25.8,15.5,13.5,12,48,12,74,1.5,1002,4.1,19.1,25.3,18.5,16.7,15,20,12,58,1.2,1002,3.7,23,28.7,22.5,18.8,15,5,12,52,1.3
"131","GR4","06/10/2009 11:00",1000,9,17.2,31.1,27.9,9.5,10,110,13,62,1.1,"11:00",11,2009-10-06,2009,10,40,"Tuesday",1001,5.3,15.8,23.9,21,15.4,11,58,12,53,1.3,1001,5.3,17.7,25.8,15.5,13.5,12,48,12,74,1.5,1002,4.1,19.1,25.3,18.5,16.7,15,20,12,58,1.2
"132","GR4","06/10/2009 12:00",1000,4.4,15.8,22.5,24.4,12.8,11,84,14,103,0.8,"12:00",12,2009-10-06,2009,10,40,"Tuesday",1000,9,17.2,31.1,27.9,9.5,10,110,13,62,1.1,1001,5.3,15.8,23.9,21,15.4,11,58,12,53,1.3,1001,5.3,17.7,25.8,15.5,13.5,12,48,12,74,1.5
"133","GR4","06/10/2009 13:00",999,2.5,15.8,19.6,29.9,11.8,13,109,14,75,0.9,"13:00",13,2009-10-06,2009,10,40,"Tuesday",1000,4.4,15.8,22.5,24.4,12.8,11,84,14,103,0.8,1000,9,17.2,31.1,27.9,9.5,10,110,13,62,1.1,1001,5.3,15.8,23.9,21,15.4,11,58,12,53,1.3
"134","GR4","06/10/2009 14:00",999,3.7,15.3,21,32.4,15.1,11,99,14,70,0.9,"14:00",14,2009-10-06,2009,10,40,"Tuesday",999,2.5,15.8,19.6,29.9,11.8,13,109,14,75,0.9,1000,4.4,15.8,22.5,24.4,12.8,11,84,14,103,0.8,1000,9,17.2,31.1,27.9,9.5,10,110,13,62,1.1
"135","GR4","06/10/2009 15:00",999,2.5,16.3,20.1,36.4,16.8,13,37,14,300,0.8,"15:00",15,2009-10-06,2009,10,40,"Tuesday",999,3.7,15.3,21,32.4,15.1,11,99,14,70,0.9,999,2.5,15.8,19.6,29.9,11.8,13,109,14,75,0.9,1000,4.4,15.8,22.5,24.4,12.8,11,84,14,103,0.8
"136","GR4","06/10/2009 16:00",1000,1.9,16.3,19.1,38.4,17.7,14,4,13,276,0.9,"16:00",16,2009-10-06,2009,10,40,"Tuesday",999,2.5,16.3,20.1,36.4,16.8,13,37,14,300,0.8,999,3.7,15.3,21,32.4,15.1,11,99,14,70,0.9,999,2.5,15.8,19.6,29.9,11.8,13,109,14,75,0.9
"137","GR4","07/10/2009 09:00",998,7.5,21,32.5,28.4,19.8,17,91,17,191,0.6,"09:00",9,2009-10-07,2009,10,40,"Wednesday",999,2.2,21,24.4,33.9,17.4,13,57,16,191,0.8,999,1.2,23,24.9,24.9,15.9,12,19,15,178,0.6,999,1.2,21.5,23.4,25.9,16.6,11,1,15,173,0.9
"138","GR4","07/10/2009 10:00",998,1.2,17.7,19.6,33.4,18.7,18,107,17,209,0.8,"10:00",10,2009-10-07,2009,10,40,"Wednesday",998,7.5,21,32.5,28.4,19.8,17,91,17,191,0.6,999,2.2,21,24.4,33.9,17.4,13,57,16,191,0.8,999,1.2,23,24.9,24.9,15.9,12,19,15,178,0.6
"139","GR4","07/10/2009 11:00",998,2.5,22.5,26.3,30.9,29,17,91,18,171,1.1,"11:00",11,2009-10-07,2009,10,40,"Wednesday",998,1.2,17.7,19.6,33.4,18.7,18,107,17,209,0.8,998,7.5,21,32.5,28.4,19.8,17,91,17,191,0.6,999,2.2,21,24.4,33.9,17.4,13,57,16,191,0.8
"140","GR4","07/10/2009 12:00",997,1.6,22.5,24.9,30.9,25.6,21,83,18,204,1.7,"12:00",12,2009-10-07,2009,10,40,"Wednesday",998,2.5,22.5,26.3,30.9,29,17,91,18,171,1.1,998,1.2,17.7,19.6,33.4,18.7,18,107,17,209,0.8,998,7.5,21,32.5,28.4,19.8,17,91,17,191,0.6
"141","GR4","07/10/2009 13:00",997,6.5,26.3,36.3,23.9,27.7,22,93,18,205,3,"13:00",13,2009-10-07,2009,10,40,"Wednesday",997,1.6,22.5,24.9,30.9,25.6,21,83,18,204,1.7,998,2.5,22.5,26.3,30.9,29,17,91,18,171,1.1,998,1.2,17.7,19.6,33.4,18.7,18,107,17,209,0.8
"142","GR4","07/10/2009 14:00",997,2.5,29.2,33,23.9,30.4,16,156,19,202,3,"14:00",14,2009-10-07,2009,10,40,"Wednesday",997,6.5,26.3,36.3,23.9,27.7,22,93,18,205,3,997,1.6,22.5,24.9,30.9,25.6,21,83,18,204,1.7,998,2.5,22.5,26.3,30.9,29,17,91,18,171,1.1
"143","GR4","07/10/2009 15:00",997,1.2,31.6,33.5,26.4,25.5,17,59,19,217,3.2,"15:00",15,2009-10-07,2009,10,40,"Wednesday",997,2.5,29.2,33,23.9,30.4,16,156,19,202,3,997,6.5,26.3,36.3,23.9,27.7,22,93,18,205,3,997,1.6,22.5,24.9,30.9,25.6,21,83,18,204,1.7
"144","GR4","07/10/2009 16:00",997,0,22.5,22.5,37.4,24.6,16,26,19,208,3.5,"16:00",16,2009-10-07,2009,10,40,"Wednesday",997,1.2,31.6,33.5,26.4,25.5,17,59,19,217,3.2,997,2.5,29.2,33,23.9,30.4,16,156,19,202,3,997,6.5,26.3,36.3,23.9,27.7,22,93,18,205,3
"145","GR4","08/10/2009 09:00",1003,19.6,35.9,66,16.5,32.4,19,62,12,140,1.4,"09:00",9,2009-10-08,2009,10,40,"Thursday",1003,26.2,40.2,80.3,9,29.8,19,60,12,224,1.6,1002,29.9,42.6,88.5,3.5,23.1,15,18,12,182,1.1,1000,16.2,39.2,64.1,0,20.7,13,2,15,239,1.6
"146","GR4","08/10/2009 10:00",1003,10,28.7,44,27.4,28.1,18,70,12,54,1.6,"10:00",10,2009-10-08,2009,10,40,"Thursday",1003,19.6,35.9,66,16.5,32.4,19,62,12,140,1.4,1003,26.2,40.2,80.3,9,29.8,19,60,12,224,1.6,1002,29.9,42.6,88.5,3.5,23.1,15,18,12,182,1.1
"147","GR4","08/10/2009 11:00",1003,9.4,24.4,38.7,30.4,30.5,16,63,13,59,1.8,"11:00",11,2009-10-08,2009,10,40,"Thursday",1003,10,28.7,44,27.4,28.1,18,70,12,54,1.6,1003,19.6,35.9,66,16.5,32.4,19,62,12,140,1.4,1003,26.2,40.2,80.3,9,29.8,19,60,12,224,1.6
"148","GR4","08/10/2009 12:00",1003,2.8,12.4,16.7,45.9,28.6,19,35,13,39,1.8,"12:00",12,2009-10-08,2009,10,40,"Thursday",1003,9.4,24.4,38.7,30.4,30.5,16,63,13,59,1.8,1003,10,28.7,44,27.4,28.1,18,70,12,54,1.6,1003,19.6,35.9,66,16.5,32.4,19,62,12,140,1.4
"149","GR4","08/10/2009 13:00",1002,4.4,5.7,12.4,57.4,18.1,14,25,13,49,1.6,"13:00",13,2009-10-08,2009,10,40,"Thursday",1003,2.8,12.4,16.7,45.9,28.6,19,35,13,39,1.8,1003,9.4,24.4,38.7,30.4,30.5,16,63,13,59,1.8,1003,10,28.7,44,27.4,28.1,18,70,12,54,1.6
"150","GR4","08/10/2009 14:00",1001,0.9,5.3,6.7,56.4,23,16,34,12,53,2.2,"14:00",14,2009-10-08,2009,10,40,"Thursday",1002,4.4,5.7,12.4,57.4,18.1,14,25,13,49,1.6,1003,2.8,12.4,16.7,45.9,28.6,19,35,13,39,1.8,1003,9.4,24.4,38.7,30.4,30.5,16,63,13,59,1.8
"151","GR4","08/10/2009 15:00",1001,0.9,9.1,10.5,48.4,18.4,13,11,12,62,2,"15:00",15,2009-10-08,2009,10,40,"Thursday",1001,0.9,5.3,6.7,56.4,23,16,34,12,53,2.2,1002,4.4,5.7,12.4,57.4,18.1,14,25,13,49,1.6,1003,2.8,12.4,16.7,45.9,28.6,19,35,13,39,1.8
"152","GR4","08/10/2009 16:00",1001,0.3,19.1,19.6,36.4,19.2,15,9,12,74,1.9,"16:00",16,2009-10-08,2009,10,40,"Thursday",1001,0.9,9.1,10.5,48.4,18.4,13,11,12,62,2,1001,0.9,5.3,6.7,56.4,23,16,34,12,53,2.2,1002,4.4,5.7,12.4,57.4,18.1,14,25,13,49,1.6
