"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"464","GR4","10/11/2010 16:00",973,3.4,31.6,36.8,19,10.3,6,1,7,41,2.7,"16:00",16,2010-11-10,2010,11,45,"Wednesday",972,2.2,28.2,31.6,31.4,10.1,6,18,7,30,3.2,971,9.4,23,37.3,42.9,10.3,5,38,7,49,3.4,970,4.1,23.4,29.6,41.4,10.1,6,45,7,52,3.1
"465","GR4","11/11/2010 09:00",989,1.2,1.9,3.8,58.9,3,3,113,5,298,1,"09:00",9,2010-11-11,2010,11,45,"Thursday",988,3.4,5.7,11,58.4,7.9,6,43,3,277,1.2,986,1.9,7.2,10,55.4,7.2,6,4,3,296,1.2,985,0.6,7.2,8.1,56.9,8.8,5,-3,3,206,1.5
"466","GR4","11/11/2010 10:00",990,1.9,0.5,3.3,59.4,2.8,3,116,5,293,1.1,"10:00",10,2010-11-11,2010,11,45,"Thursday",989,1.2,1.9,3.8,58.9,3,3,113,5,298,1,988,3.4,5.7,11,58.4,7.9,6,43,3,277,1.2,986,1.9,7.2,10,55.4,7.2,6,4,3,296,1.2
"467","GR4","11/11/2010 11:00",990,1.6,3.8,6.2,55.9,2.9,2,317,6,207,1.5,"11:00",11,2010-11-11,2010,11,45,"Thursday",990,1.9,0.5,3.3,59.4,2.8,3,116,5,293,1.1,989,1.2,1.9,3.8,58.9,3,3,113,5,298,1,988,3.4,5.7,11,58.4,7.9,6,43,3,277,1.2
"468","GR4","11/11/2010 12:00",991,2.8,4.8,9.1,55.4,6.2,6,380,7,284,1.6,"12:00",12,2010-11-11,2010,11,45,"Thursday",990,1.6,3.8,6.2,55.9,2.9,2,317,6,207,1.5,990,1.9,0.5,3.3,59.4,2.8,3,116,5,293,1.1,989,1.2,1.9,3.8,58.9,3,3,113,5,298,1
"469","GR4","11/11/2010 13:00",991,1.9,3.8,6.7,52.9,6.6,6,574,7,151,1.6,"13:00",13,2010-11-11,2010,11,45,"Thursday",991,2.8,4.8,9.1,55.4,6.2,6,380,7,284,1.6,990,1.6,3.8,6.2,55.9,2.9,2,317,6,207,1.5,990,1.9,0.5,3.3,59.4,2.8,3,116,5,293,1.1
"470","GR4","11/11/2010 14:00",992,5.3,7.7,15.8,49.9,5.6,2,508,8,306,1.6,"14:00",14,2010-11-11,2010,11,45,"Thursday",991,1.9,3.8,6.7,52.9,6.6,6,574,7,151,1.6,991,2.8,4.8,9.1,55.4,6.2,6,380,7,284,1.6,990,1.6,3.8,6.2,55.9,2.9,2,317,6,207,1.5
"471","GR4","11/11/2010 15:00",993,1.6,7.7,10,57.4,11.2,5,303,7,270,1.4,"15:00",15,2010-11-11,2010,11,45,"Thursday",992,5.3,7.7,15.8,49.9,5.6,2,508,8,306,1.6,991,1.9,3.8,6.7,52.9,6.6,6,574,7,151,1.6,991,2.8,4.8,9.1,55.4,6.2,6,380,7,284,1.6
"472","GR4","11/11/2010 16:00",994,0.9,13.9,15.3,55.4,11.6,6,24,6,281,1.2,"16:00",16,2010-11-11,2010,11,45,"Thursday",993,1.6,7.7,10,57.4,11.2,5,303,7,270,1.4,992,5.3,7.7,15.8,49.9,5.6,2,508,8,306,1.6,991,1.9,3.8,6.7,52.9,6.6,6,574,7,151,1.6
"473","GR4","12/11/2010 09:00",980,3.1,17.2,22,53.4,25.7,5,26,10,172,3,"09:00",9,2010-11-12,2010,11,45,"Friday",983,4.1,20.6,26.8,52.4,13.9,10,6,9,199,2.6,985,1.9,17.7,20.6,55.4,16.1,9,-1,9,190,1.9,987,1.2,10.5,12.4,60.9,19.6,9,-2,8,189,1.8
"474","GR4","12/11/2010 10:00",979,4.1,9.6,15.8,57.4,19.1,10,38,11,191,3,"10:00",10,2010-11-12,2010,11,45,"Friday",980,3.1,17.2,22,53.4,25.7,5,26,10,172,3,983,4.1,20.6,26.8,52.4,13.9,10,6,9,199,2.6,985,1.9,17.7,20.6,55.4,16.1,9,-1,9,190,1.9
"475","GR4","12/11/2010 11:00",977,3.1,5.3,10,56.9,19,9,48,12,181,3.3,"11:00",11,2010-11-12,2010,11,45,"Friday",979,4.1,9.6,15.8,57.4,19.1,10,38,11,191,3,980,3.1,17.2,22,53.4,25.7,5,26,10,172,3,983,4.1,20.6,26.8,52.4,13.9,10,6,9,199,2.6
"476","GR4","12/11/2010 12:00",975,3.4,6.7,12,54.9,15.4,9,73,13,199,4,"12:00",12,2010-11-12,2010,11,45,"Friday",977,3.1,5.3,10,56.9,19,9,48,12,181,3.3,979,4.1,9.6,15.8,57.4,19.1,10,38,11,191,3,980,3.1,17.2,22,53.4,25.7,5,26,10,172,3
"477","GR4","12/11/2010 13:00",974,2.8,8.1,12.4,51.9,13.1,8,51,15,199,5.2,"13:00",13,2010-11-12,2010,11,45,"Friday",975,3.4,6.7,12,54.9,15.4,9,73,13,199,4,977,3.1,5.3,10,56.9,19,9,48,12,181,3.3,979,4.1,9.6,15.8,57.4,19.1,10,38,11,191,3
"478","GR4","12/11/2010 14:00",974,5.9,18.6,27.7,37.9,13.6,10,138,15,229,4.6,"14:00",14,2010-11-12,2010,11,45,"Friday",974,2.8,8.1,12.4,51.9,13.1,8,51,15,199,5.2,975,3.4,6.7,12,54.9,15.4,9,73,13,199,4,977,3.1,5.3,10,56.9,19,9,48,12,181,3.3
"479","GR4","12/11/2010 15:00",974,6.5,34.4,44.5,23.4,18.4,15,163,14,225,3.9,"15:00",15,2010-11-12,2010,11,45,"Friday",974,5.9,18.6,27.7,37.9,13.6,10,138,15,229,4.6,974,2.8,8.1,12.4,51.9,13.1,8,51,15,199,5.2,975,3.4,6.7,12,54.9,15.4,9,73,13,199,4
"480","GR4","12/11/2010 16:00",976,10.9,52.1,68.8,11.5,16,12,0,11,263,3.4,"16:00",16,2010-11-12,2010,11,45,"Friday",974,6.5,34.4,44.5,23.4,18.4,15,163,14,225,3.9,974,5.9,18.6,27.7,37.9,13.6,10,138,15,229,4.6,974,2.8,8.1,12.4,51.9,13.1,8,51,15,199,5.2
