,Time,CO,NO2,NOX,O3,PM10,SOLR,TMP,WDIR,WSPD
360,9/3/07 7:00,0.3,49,69.1,143.2,16,50,9,289,3.5
361,9/3/07 8:00,0.3,34,48.1,99.1,39.9,210,9,295,3.8
362,9/3/07 9:00,0.3,25,36,74.1,51.9,318,10,308,3.8
363,9/3/07 10:00,0.2,21,32,65.1,57.9,330,11,300,3.8
364,9/3/07 11:00,0.2,21,31,63.1,57.9,440,12,295,4.8
365,9/3/07 12:00,0.3,21,31,63.1,61.9,410,12,297,4.8
366,9/3/07 13:00,0.3,21,32,65.1,59.9,459,13,289,5.8
367,9/3/07 14:00,0.3,19,32,61.1,61.9,179,13,297,5
368,9/3/07 15:00,0.3,29,46.1,90.1,49.9,86,12,303,4
369,9/3/07 16:00,0.5,31,50.1,97.1,43.9,116,13,304,3.8
370,9/3/07 17:00,0.5,29,55.1,99.1,37.9,14,11,296,3.8
371,9/3/07 18:00,0.5,40,76.1,138.2,22,0,10,294,2.8
372,9/3/07 19:00,0.5,38,80.1,138.2,14,0,9,286,3.3
373,9/3/07 20:00,0.3,43,78.1,143.2,10,0,8,276,3.8
374,9/3/07 21:00,0.5,39,73.1,132.2,10,0,7,284,3
375,9/3/07 22:00,0.7,41,78.1,141.2,6,0,6,282,2.8
376,9/3/07 23:00,0.3,20,52.1,82.1,22,0,6,278,2.3
377,10/3/07 1:00,0.2,9,53.1,67.1,10,0,4,221,2
378,10/3/07 2:00,0.2,4,44.1,50.1,16,0,4,224,2.5
379,10/3/07 3:00,0.2,6,42.1,52.1,12,0,3,217,2
380,10/3/07 4:00,0.2,4,32,38,20,0,3,202,2.8
381,10/3/07 5:00,0.2,8,40.1,52.1,14,0,3,199,2.5
382,10/3/07 6:00,0.3,15,57.1,80.1,14,17,4,214,4
383,10/3/07 7:00,0.2,16,48.1,73.1,20,59,5,246,5.3
384,10/3/07 8:00,0.2,14,34,55.1,35.9,181,6,249,4.5
385,10/3/07 9:00,0.2,13,29,48.1,43.9,294,9,249,4.3
386,10/3/07 10:00,0.2,9,17,31,61.9,403,11,256,5.5
387,10/3/07 11:00,0.2,8,15,27,63.9,429,12,261,7
388,10/3/07 12:00,0.2,8,19,31,65.9,366,13,256,7
389,10/3/07 13:00,0.2,9,17,31,67.9,384,14,263,5.8
390,10/3/07 14:00,0.2,18,29,55.1,59.9,145,14,256,5.5
391,10/3/07 15:00,0.2,63,52.1,147.2,35.9,175,15,259,6
392,10/3/07 16:00,0.2,49,59.1,134.2,31.9,93,14,261,5.5
393,10/3/07 17:00,0.3,76,86.1,202.3,22,14,13,249,4.5
394,10/3/07 18:00,0.3,97.9,96.1,244.3,10,0,12,249,3.8
395,10/3/07 19:00,0.6,109.9,101.1,269.39999,8,0,12,234,3.8
396,10/3/07 20:00,0.5,89,99.1,235.3,16,0,10,229,4.3
397,10/3/07 21:00,0.3,55,78.1,162.2,18,0,9,218,3.5
398,10/3/07 22:00,0.3,68,74.1,178.2,23.9,0,8,218,3
399,10/3/07 23:00,0.2,8,27,38,43.9,0,7,216,3
400,11/3/07 1:00,0.2,1,23,25,39.9,0,6,229,3.5
401,11/3/07 2:00,0.2,1,23,25,37.9,0,5,230,3.3
402,11/3/07 3:00,0.1,1,17,19,41.9,0,4,215,2.8
403,11/3/07 4:00,0.1,3,27,31,39.9,0,5,216,2.5
404,11/3/07 5:00,0.1,3,34,38,25.9,0,5,184,2
405,11/3/07 6:00,0.2,9,42.1,55.1,23.9,17,5,187,3
406,11/3/07 7:00,0.3,21,55.1,88.1,25.9,111,7,208,3.5
407,11/3/07 8:00,0.2,14,36,57.1,41.9,230,9,215,4
408,11/3/07 9:00,0.2,13,29,48.1,53.9,365,12,199,5
409,11/3/07 10:00,0.3,14,34,55.1,55.9,460,15,204,5.3
410,11/3/07 11:00,0.3,13,31,50.1,59.9,497,16,196,6
411,11/3/07 12:00,0.3,14,34,55.1,61.9,481,17,201,6
412,11/3/07 13:00,0.3,15,38,61.1,61.9,465,19,202,5.8
413,11/3/07 14:00,0.5,25,48.1,86.1,55.9,122,19,205,5.5
414,11/3/07 15:00,0.3,68,92.1,195.3,49.9,151,19,215,5.5
415,11/3/07 16:00,0.6,65,109.1,208.3,39.9,104,17,209,4.8
416,11/3/07 19:00,0.6,21,82.1,115.2,20,0,10,181,4.5
417,11/3/07 20:00,0.5,19,78.1,107.1,23.9,0,9,167,3.3
418,11/3/07 21:00,0.7,26,97.1,138.2,14,0,10,201,3.3
419,11/3/07 22:00,0.5,33,84.1,134.2,14,0,9,185,3
420,11/3/07 23:00,0.3,5,42.1,50.1,35.9,0,8,174,2
421,12/3/07 1:00,0.7,1,34,36,37.9,0,7,145,1.3
422,12/3/07 2:00,0.3,3,40.1,44.1,31.9,0,7,110,1.3
423,12/3/07 3:00,0.5,4,46.1,52.1,25.9,0,6,141,1
424,12/3/07 4:00,0.5,9,53.1,67.1,18,0,6,150,1.8
425,12/3/07 5:00,0.3,5,48.1,55.1,22,0,5,181,2
426,12/3/07 6:00,0.6,48,88.1,160.2,12,18,8,226,2.8
427,12/3/07 7:00,0.6,90.9,90.1,229.3,12,118,8,239,3
428,12/3/07 8:00,0.5,83,90.1,216.3,23.9,244,11,219,3
429,12/3/07 9:00,0.5,89,88.1,223.3,29.9,365,14,226,3.3
430,12/3/07 10:00,0.3,65,69.1,168.2,45.9,466,17,240,3.8
431,12/3/07 11:00,0.3,34,52.1,103.1,45.9,486,18,275,4
432,12/3/07 12:00,0.5,39,55.1,115.2,35.9,397,18,267,3
433,12/3/07 13:00,0.5,44,55.1,122.2,33.9,319,18,267,2.8
434,12/3/07 14:00,0.5,39,55.1,115.2,35.9,182,19,292,3
435,12/3/07 15:00,0.6,39,55.1,115.2,33.9,127,18,301,2
436,12/3/07 16:00,0.7,49,69.1,143.2,23.9,76,17,298,2
437,12/3/07 17:00,1,98.9,96.1,246.3,6,16,16,314,1.3
438,12/3/07 18:00,0.8,84,96.1,223.3,2,0,15,312,2
439,12/3/07 19:00,0.8,86,99.1,231.3,2,0,13,310,2
440,12/3/07 20:00,0.7,86,96.1,227.3,2,0,12,314,1.5
441,12/3/07 21:00,0.8,80,94.1,216.3,2,0,11,326,1
442,12/3/07 22:00,0.8,86,94.1,225.3,2,0,10,318,1
443,12/3/07 23:00,0.6,49,82.1,157.2,2,0,10,313,1.5
444,13/03/2007 01:00,0.3,15,65.1,88.1,6,0,9,310,1.3
445,13/03/2007 02:00,0.3,23,67.1,101.1,2,0,8,313,1.5
446,13/03/2007 03:00,0.3,23,65.1,99.1,4,0,7,316,1.3
447,13/03/2007 04:00,0.6,56,69.1,155.2,2,0,6,321,1
448,13/03/2007 05:00,0.7,128.89999,84.1,281.39999,2,0,6,333,1
449,13/03/2007 06:00,0.7,149.89999,90.1,319.39999,2,4,6,309,1
450,13/03/2007 07:00,0.7,162.89999,97.1,346.5,4,68,7,309,1.8
451,13/03/2007 08:00,0.6,89.9,76.1,214.3,10,231,9,306,1.8
452,13/03/2007 09:00,0.5,53,63.1,143.2,23.9,214,11,339,1.3
453,13/03/2007 10:00,0.3,50,69.1,145.2,22,265,12,276,2.3
454,13/03/2007 11:00,0.3,34,46.1,97.1,41.9,462,13,276,2.8
455,13/03/2007 12:00,0.3,19,31,59.1,53.9,515,14,275,3
456,13/03/2007 13:00,0.3,23,34,69.1,51.9,472,15,283,3.3
457,13/03/2007 14:00,0.3,20,34,65.1,53.9,93,15,280,4.3
458,13/03/2007 15:00,0.3,15,29,52.1,57.9,141,15,270,4.5
459,13/03/2007 16:00,0.5,35,59.1,113.1,35.9,138,15,290,4
460,13/03/2007 17:00,0.6,28,69.1,111.1,23.9,32,13,279,3
461,13/03/2007 18:00,0.9,92.9,111.1,252.3,4,0,12,294,1.5
462,13/03/2007 19:00,1,188.89999,134.2,422.60001,2,0,11,296,1
463,13/03/2007 20:00,1,179.89999,122.2,397.5,2,0,10,286,1.3
464,13/03/2007 21:00,0.7,76,84.1,201.3,2,0,8,274,2.3
465,13/03/2007 22:00,0.8,83,78.1,204.3,2,0,7,276,1.5
466,13/03/2007 23:00,0.7,103.9,86.1,244.3,2,0,6,286,1
467,14/03/2007 01:00,0.6,50,73.1,149.2,2,0,5,273,1
468,14/03/2007 02:00,0.5,65,69.1,168.2,2,0,4,271,1
469,14/03/2007 03:00,0.6,74,67.1,180.2,2,0,3,258,1
470,14/03/2007 04:00,0.6,89.9,67.1,204.3,2,0,2,247,1.3
471,14/03/2007 05:00,1,254.89999,99.1,489.60001,0,0,2,2,1
472,14/03/2007 06:00,0.9,270.79999,109.1,523.70001,2,19,3,358,1
473,14/03/2007 07:00,1,289.79999,111.1,554.70001,2,110,4,315,1
474,14/03/2007 08:00,0.9,189.89999,88.1,378.5,4,235,7,280,1
475,14/03/2007 09:00,0.6,124.9,86.1,277.39999,10,349,10,261,1
476,14/03/2007 10:00,0.5,73,76.1,187.2,20,437,12,263,1.5
477,14/03/2007 11:00,0.3,59,74.1,164.2,29.9,472,14,270,2
478,14/03/2007 12:00,0.3,30,46.1,92.1,47.9,534,15,256,2.8
479,14/03/2007 13:00,0.3,33,50.1,99.1,49.9,510,16,250,2.8
480,14/03/2007 14:00,0.3,38,53.1,111.1,51.9,181,16,247,3
481,14/03/2007 15:00,0.3,9,32,46.1,57.9,114,15,260,3
482,14/03/2007 16:00,0.5,19,50.1,78.1,47.9,59,15,274,2.3
483,14/03/2007 17:00,0.5,18,53.1,80.1,39.9,19,14,270,2
484,14/03/2007 18:00,0.8,88,113.1,246.3,6,0,14,303,2
485,14/03/2007 19:00,0.8,83,113.1,239.3,4,0,12,319,2
486,14/03/2007 20:00,0.9,117.9,120.2,300.39999,2,0,11,307,1.5
487,15/03/2007 01:00,1,172.89999,99.1,363.5,2,0,5,269,1.3
488,15/03/2007 02:00,1,153.89999,90.1,325.39999,2,0,4,269,1
489,15/03/2007 03:00,1,184.89999,90.1,372.5,2,0,4,35,1
490,15/03/2007 04:00,0.9,157.89999,86.1,327.39999,0,0,4,247,1
491,15/03/2007 05:00,1.2,247.89999,107.1,485.60001,2,0,4,141,1
492,15/03/2007 06:00,0.7,118.9,101.1,283.39999,4,18,4,219,1.8
493,15/03/2007 07:00,0.6,100.9,90.1,244.3,8,115,6,241,2.8
494,15/03/2007 08:00,0.6,66,76.1,178.2,16,241,8,250,3
495,15/03/2007 09:00,0.5,58,69.1,157.2,22,357,10,268,2.5
496,15/03/2007 10:00,0.3,29,46.1,90.1,41.9,450,12,277,4.3
497,15/03/2007 11:00,0.3,38,50.1,107.1,41.9,503,12,274,5
498,15/03/2007 12:00,0.5,30,46.1,92.1,49.9,493,13,278,4
499,15/03/2007 13:00,0.3,20,38,69.1,57.9,270,12,285,4
500,15/03/2007 14:00,0.3,34,57.1,109.1,55.9,168,13,256,4.5
501,15/03/2007 15:00,0.5,13,36,55.1,61.9,101,13,271,3.5
502,15/03/2007 16:00,0.6,33,69.1,118.2,37.9,36,13,282,3.5
503,15/03/2007 17:00,0.5,16,57.1,82.1,41.9,7,12,277,2.5
504,15/03/2007 18:00,0.5,9,67.1,80.1,31.9,0,12,257,3.3
505,15/03/2007 19:00,0.5,9,59.1,73.1,37.9,0,12,268,3.5
506,15/03/2007 20:00,0.5,9,53.1,67.1,35.9,0,11,272,3.3
507,15/03/2007 21:00,0.5,24,71.1,107.1,22,0,11,280,3
508,15/03/2007 22:00,0.5,10,44.1,59.1,39.9,0,10,284,3.3
509,15/03/2007 23:00,0.3,6,40.1,50.1,37.9,0,10,279,3
510,16/03/2007 00:00,0.3,4,34,40.1,37.9,0,10,276,3
511,16/03/2007 01:00,0.3,4,36,42.1,29.9,0,9,281,2.3
512,16/03/2007 02:00,0.3,4,29,34,33.9,0,9,284,2.5
513,16/03/2007 03:00,0.3,6,25,34,35.9,0,9,314,2
514,16/03/2007 04:00,0.5,21,44.1,76.1,23.9,0,9,327,2
515,16/03/2007 05:00,0.5,36,55.1,111.1,18,0,8,321,2
516,16/03/2007 06:00,0.6,79,88.1,208.3,6,18,7,313,1
517,16/03/2007 07:00,0.6,84,82.1,210.3,10,119,8,311,1.5
518,16/03/2007 08:00,0.5,56,63.1,149.2,23.9,262,9,326,1.5
519,16/03/2007 09:00,0.3,35,48.1,101.1,39.9,369,11,306,2
520,16/03/2007 10:00,0.3,20,36,67.1,55.9,453,12,285,2.5
521,16/03/2007 11:00,0.2,20,34,65.1,59.9,503,12,269,4.5
522,16/03/2007 12:00,0.3,19,34,63.1,57.9,501,13,271,4.8
523,16/03/2007 13:00,0.3,30,40.1,86.1,53.9,476,14,265,5.8
524,16/03/2007 14:00,0.3,26,46.1,86.1,51.9,131,15,270,6.5
525,16/03/2007 15:00,0.5,19,40.1,69.1,53.9,86,14,274,5.3
526,16/03/2007 16:00,0.5,15,44.1,67.1,49.9,55,13,275,5.8
527,16/03/2007 17:00,0.5,15,48.1,71.1,47.9,7,12,275,5.8
528,16/03/2007 18:00,0.5,5,38,46.1,55.9,0,10,261,6
529,16/03/2007 19:00,0.3,6,32,42.1,51.9,0,9,266,6
530,16/03/2007 20:00,0.3,3,27,31,55.9,0,9,268,6
531,16/03/2007 21:00,0.3,4,31,36,53.9,0,8,265,6
532,16/03/2007 22:00,0.3,1,17,19,59.9,0,8,263,6
533,16/03/2007 23:00,0.3,1,11,13,63.9,0,8,255,5
534,17/03/2007 01:00,0.3,1,8,10,67.9,0,9,263,4.8
535,17/03/2007 02:00,0.2,1,6,8,71.8,0,9,262,5
536,17/03/2007 03:00,0.3,1,4,6,73.8,0,10,264,4.8
537,17/03/2007 04:00,0.2,1,6,8,69.8,0,10,271,5.3
538,17/03/2007 05:00,0.3,4,17,23,59.9,0,10,275,6
539,17/03/2007 06:00,0.3,6,25,34,47.9,7,11,275,5.5
540,17/03/2007 07:00,0.2,15,44.1,67.1,35.9,41,11,265,5
541,17/03/2007 08:00,0.3,18,42.1,69.1,37.9,83,13,274,5
542,17/03/2007 09:00,0.3,25,50.1,88.1,33.9,99,13,271,4.8
543,17/03/2007 10:00,0.3,21,42.1,74.1,43.9,125,14,273,5
544,17/03/2007 11:00,0.3,46,59.1,130.2,33.9,133,15,268,5.5
545,17/03/2007 12:00,0.3,69,57.1,162.2,39.9,287,15,259,6
546,17/03/2007 13:00,0.3,38,46.1,103.1,57.9,352,17,256,7.3
547,17/03/2007 14:00,0.3,38,48.1,105.1,57.9,137,16,261,8.3
548,17/03/2007 15:00,0.3,6,17,27,81.8,135,16,262,8.8
549,17/03/2007 16:00,0.3,5,13,21,81.8,148,15,268,8.3
550,17/03/2007 17:00,0.3,5,21,29,73.8,22,13,267,8.3
551,17/03/2007 18:00,0.3,5,25,32,67.9,0,11,263,7.5
552,17/03/2007 19:00,0.3,6,27,36,71.8,0,10,256,8
553,17/03/2007 20:00,0.3,5,31,38,67.9,0,10,255,7.8
554,17/03/2007 21:00,0.3,3,29,32,65.9,0,10,249,7
555,17/03/2007 22:00,0.3,3,23,27,69.8,0,10,246,6.5
556,17/03/2007 23:00,0.3,1,8,10,79.8,0,10,242,7
557,18/03/2007 01:00,0.3,1,4,6,79.8,0,10,239,7.8
558,18/03/2007 02:00,0.2,1,2,4,79.8,0,11,239,8.3
559,18/03/2007 03:00,0.2,1,0,2,79.8,0,11,247,8.5
560,18/03/2007 04:00,0.2,1,0,2,81.8,0,11,258,9.3
561,18/03/2007 05:00,0.2,3,6,10,83.8,0,11,267,9
562,18/03/2007 06:00,0.2,10,23,38,75.8,24,9,291,7
563,18/03/2007 07:00,0.2,13,21,40.1,69.8,80,7,302,5.3
564,18/03/2007 08:00,0.3,11,21,38,63.9,187,7,289,6.5
565,18/03/2007 09:00,0.3,13,17,36,69.8,377,8,293,7
566,18/03/2007 10:00,0.2,13,15,34,69.8,424,9,288,8
567,18/03/2007 11:00,0.3,18,19,46.1,65.9,527,9,280,9.8
568,18/03/2007 12:00,0.3,13,19,38,67.9,462,9,282,8.8
569,18/03/2007 13:00,0.3,18,25,52.1,61.9,258,6,290,7.3
570,18/03/2007 14:00,0.2,15,25,48.1,65.9,97,7,287,8.5
571,18/03/2007 15:00,0.2,13,21,40.1,69.8,144,8,291,7.3
572,18/03/2007 16:00,0.3,8,19,31,71.8,133,7,272,8
573,18/03/2007 17:00,0.3,4,21,27,69.8,43,5,265,8.8
574,18/03/2007 18:00,0.3,10,34,50.1,53.9,1,3,268,6.3
575,18/03/2007 19:00,0.3,15,42.1,65.1,49.9,0,3,285,5.3
576,18/03/2007 20:00,0.3,15,42.1,65.1,47.9,0,2,288,4.3
577,18/03/2007 21:00,0.5,18,42.1,69.1,41.9,0,1,283,3.3
578,18/03/2007 22:00,0.3,4,23,29,59.9,0,1,267,5.3
579,18/03/2007 23:00,0.2,1,6,8,71.8,0,1,269,6
580,19/03/2007 01:00,0.2,1,6,8,71.8,0,0,275,5.3
581,19/03/2007 02:00,0.2,1,8,10,71.8,0,-1,279,5
582,19/03/2007 03:00,0.2,3,17,21,63.9,0,-2,301,12
583,19/03/2007 04:00,0.2,11,32,50.1,47.9,0,-1,277,4
584,19/03/2007 05:00,0.3,33,55.1,105.1,27.9,0,0,281,4
585,19/03/2007 06:00,0.5,54,71.1,153.2,18,13,0,300,2.8
586,19/03/2007 07:00,0.3,40,53.1,115.2,31.9,109,1,319,3.5
587,19/03/2007 08:00,0.3,35,46.1,99.1,37.9,201,2,330,3.5
588,19/03/2007 09:00,0.3,33,42.1,92.1,39.9,267,4,332,3.8
589,19/03/2007 10:00,0.3,28,38,80.1,41.9,223,4,339,4
590,19/03/2007 11:00,0.2,31,36,84.1,45.9,458,6,339,3.5
591,19/03/2007 12:00,0.3,24,31,67.1,57.9,526,7,327,4.5
592,19/03/2007 13:00,0.3,24,29,65.1,57.9,300,6,314,5.5
593,19/03/2007 14:00,0.3,33,36,86.1,47.9,155,6,308,4
594,19/03/2007 15:00,0.5,29,38,82.1,49.9,144,6,355,3.3
595,19/03/2007 16:00,0.5,26,34,74.1,51.9,120,7,337,4.3
596,19/03/2007 17:00,0.5,26,42.1,82.1,45.9,11,4,330,4.5
597,19/03/2007 18:00,0.6,35,53.1,107.1,31.9,0,1,336,2.8
598,19/03/2007 19:00,0.3,20,44.1,74.1,43.9,0,0,334,3
599,19/03/2007 20:00,0.3,21,36,69.1,43.9,0,0,344,3.5
600,19/03/2007 21:00,0.3,18,40.1,67.1,35.9,0,1,339,3
601,19/03/2007 22:00,0.3,13,31,50.1,45.9,0,1,343,3.3
602,19/03/2007 23:00,0.3,8,21,32,51.9,0,1,339,3.8
603,20/03/2007 01:00,0.2,3,17,21,49.9,0,2,338,3.3
604,20/03/2007 02:00,0.2,3,10,13,57.9,0,2,345,4
605,20/03/2007 03:00,0.3,3,8,11,63.9,0,2,356,4.5
606,20/03/2007 04:00,0.3,6,11,21,59.9,0,1,344,4
607,20/03/2007 05:00,0.3,13,21,40.1,53.9,0,1,348,4
608,20/03/2007 06:00,0.3,20,31,61.1,45.9,11,0,352,4.5
609,20/03/2007 07:00,0.3,23,36,71.1,49.9,67,1,351,4.5
610,20/03/2007 08:00,0.3,20,31,61.1,53.9,128,2,352,5
611,20/03/2007 09:00,0.3,20,29,59.1,53.9,181,3,359,4.8
612,20/03/2007 10:00,0.3,20,29,59.1,57.9,302,4,0,5.5
613,20/03/2007 11:00,0.3,20,25,55.1,59.9,297,4,3,5.5
614,20/03/2007 12:00,0.3,20,27,57.1,57.9,248,4,7,5
615,20/03/2007 13:00,0.3,20,29,59.1,61.9,388,5,5,5
616,20/03/2007 14:00,0.3,19,29,57.1,61.9,114,5,3,4.8
617,20/03/2007 15:00,0.5,26,36,76.1,57.9,89,3,17,4.8
618,20/03/2007 16:00,0.6,29,42.1,86.1,49.9,59,2,359,4
619,20/03/2007 17:00,0.6,28,50.1,92.1,45.9,41,3,9,3.5
620,20/03/2007 18:00,0.5,24,42.1,78.1,49.9,0,1,4,4
621,20/03/2007 19:00,0.5,25,53.1,92.1,35.9,0,1,352,3.3
622,20/03/2007 20:00,0.3,16,38,63.1,43.9,0,0,348,4.3
623,20/03/2007 21:00,0.3,18,36,63.1,43.9,0,0,356,4.3
624,20/03/2007 22:00,0.3,13,34,53.1,43.9,0,-1,349,3.5
625,20/03/2007 23:00,0.2,9,29,42.1,43.9,0,-2,346,3.5
626,21/03/2007 01:00,0.2,3,21,25,51.9,0,-2,346,3.3
627,21/03/2007 02:00,0.2,4,21,27,51.9,0,-2,348,3
628,21/03/2007 03:00,0.2,3,23,27,49.9,0,-3,338,3
629,21/03/2007 04:00,0.3,13,29,48.1,43.9,0,-3,336,3
630,21/03/2007 05:00,0.3,24,44.1,80.1,31.9,1,-3,340,3
631,21/03/2007 06:00,0.3,41,57.1,120.2,23.9,40,-3,348,3
632,21/03/2007 07:00,0.3,36,48.1,103.1,31.9,160,-1,349,3
633,21/03/2007 08:00,0.3,38,40.1,97.1,37.9,295,1,350,4
634,21/03/2007 09:00,0.3,34,36,88.1,45.9,421,3,357,3.8
635,21/03/2007 10:00,0.5,29,36,80.1,53.9,517,5,5,3.8
636,21/03/2007 11:00,0.5,29,34,78.1,57.9,545,7,13,3.3
637,21/03/2007 12:00,0.5,30,36,82.1,59.9,414,7,21,3.8
638,21/03/2007 13:00,0.5,28,36,78.1,57.9,326,7,9,3.8
639,21/03/2007 14:00,0.5,30,40.1,86.1,57.9,147,8,350,3.5
640,21/03/2007 15:00,0.6,34,48.1,99.1,49.9,157,7,356,3
641,21/03/2007 16:00,0.9,49,63.1,138.2,39.9,84,7,354,2.8
642,21/03/2007 17:00,0.7,54,73.1,155.2,27.9,20,6,2,2.3
643,21/03/2007 18:00,0.7,53,82.1,162.2,16,0,5,332,2.3
644,21/03/2007 19:00,0.8,80,107.1,229.3,2,0,5,320,2
645,21/03/2007 20:00,0.8,84,107.1,235.3,2,0,3,313,2
646,21/03/2007 21:00,0.9,117.9,111.1,290.39999,2,0,2,311,1
647,21/03/2007 22:00,0.9,129.89999,113.1,311.39999,2,0,1,326,1
648,21/03/2007 23:00,1,125.9,101.1,294.39999,4,0,0,312,1
649,22/03/2007 01:00,0.5,56,78.1,164.2,2,0,-2,278,1.5
650,22/03/2007 02:00,0.5,63,76.1,172.2,2,0,-3,280,1.8
651,22/03/2007 03:00,0.6,78,80.1,199.3,2,0,-4,260,1
652,22/03/2007 04:00,0.5,63,74.1,170.2,2,0,-4,198,1
653,22/03/2007 05:00,0.7,149.89999,92.1,321.39999,2,2,-3,258,1.3
654,22/03/2007 06:00,0.6,112.9,88.1,260.29999,2,26,-2,293,2.5
655,22/03/2007 07:00,0.7,123.9,84.1,273.39999,4,45,-2,299,1.8
656,22/03/2007 08:00,0.6,105.9,88.1,250.3,8,87,-1,308,1
657,22/03/2007 09:00,0.6,80,90.1,212.3,12,122,0,308,2
658,22/03/2007 10:00,0.5,55,67.1,151.2,25.9,184,2,308,2
659,22/03/2007 11:00,0.5,49,73.1,147.2,23.9,126,3,311,1.3
660,22/03/2007 12:00,0.5,58,74.1,162.2,27.9,114,5,1,1.3
661,22/03/2007 13:00,0.6,88,86.1,220.3,18,102,6,40,2
662,22/03/2007 14:00,0.6,70,80.1,187.2,22,87,6,27,2
663,22/03/2007 15:00,0.7,84,90.1,218.3,12,35,6,22,2
664,22/03/2007 16:00,1.2,97.9,94.1,243.3,8,22,6,28,2
665,22/03/2007 17:00,0.8,89,96.1,231.3,8,6,6,30,2
666,22/03/2007 18:00,0.7,86,88.1,220.3,4,0,6,25,2
667,22/03/2007 19:00,0.6,61,76.1,170.2,6,0,5,20,1.8
668,22/03/2007 20:00,0.7,73,76.1,187.2,2,0,4,3,1
669,22/03/2007 21:00,0.8,120.9,88.1,273.39999,2,0,4,336,1
670,22/03/2007 22:00,0.8,108.9,84.1,250.3,0,0,4,332,1
671,22/03/2007 23:00,0.6,75,71.1,185.2,0,0,4,303,1
672,23/03/2007 01:00,0.3,14,44.1,65.1,4,0,5,318,2
673,23/03/2007 02:00,0.3,14,40.1,61.1,2,0,5,308,1.5
674,23/03/2007 03:00,0.2,9,25,38,25.9,0,5,22,1.8
675,23/03/2007 04:00,0.2,13,23,42.1,41.9,0,5,5,2
676,23/03/2007 05:00,0.5,36,48.1,103.1,27.9,0,5,4,2
677,23/03/2007 06:00,0.3,31,44.1,92.1,31.9,11,5,7,2.5
678,23/03/2007 07:00,0.5,40,55.1,117.2,31.9,52,6,17,3
679,23/03/2007 08:00,0.3,31,50.1,97.1,45.9,88,6,22,4
680,23/03/2007 09:00,0.3,29,44.1,88.1,47.9,100,7,21,4
681,23/03/2007 10:00,0.3,25,40.1,78.1,47.9,41,6,21,4
682,23/03/2007 11:00,0.3,33,50.1,99.1,37.9,40,6,23,3.8
683,23/03/2007 12:00,0.5,38,44.1,101.1,35.9,62,6,23,3.8
684,23/03/2007 13:00,0.5,41,48.1,111.1,31.9,96,7,23,3
685,23/03/2007 14:00,0.6,79,69.1,189.2,20,60,7,47,3
686,23/03/2007 15:00,0.6,54,59.1,141.2,23.9,86,8,39,3.3
687,23/03/2007 16:00,0.7,65,63.1,162.2,20,35,8,41,3.5
688,23/03/2007 17:00,0.7,44,57.1,124.2,20,8,7,33,3.3
689,23/03/2007 18:00,0.6,31,53.1,101.1,23.9,1,7,32,3.8
690,23/03/2007 19:00,0.5,28,46.1,88.1,27.9,0,6,30,4
691,23/03/2007 20:00,0.5,25,42.1,80.1,29.9,0,5,30,3.5
692,23/03/2007 21:00,0.5,21,42.1,74.1,31.9,0,4,25,3
693,23/03/2007 22:00,0.5,15,36,59.1,33.9,0,4,26,3.3
694,23/03/2007 23:00,0.5,11,32,50.1,35.9,0,3,36,3.8
695,24/03/2007 01:00,0.3,3,21,25,39.9,0,2,25,3
696,24/03/2007 02:00,0.3,4,19,25,45.9,0,3,25,3
697,24/03/2007 03:00,0.3,5,17,25,47.9,0,3,28,2.8
698,24/03/2007 04:00,0.3,11,23,40.1,49.9,0,4,21,3
699,24/03/2007 05:00,0.3,19,27,55.1,45.9,0,4,24,3
700,24/03/2007 06:00,0.3,30,40.1,86.1,37.9,13,4,23,3
701,24/03/2007 07:00,0.3,28,36,78.1,41.9,46,4,22,3
702,24/03/2007 08:00,0.3,24,32,69.1,47.9,171,6,23,3.3
703,24/03/2007 09:00,0.3,18,25,52.1,55.9,346,7,23,4.3
704,24/03/2007 10:00,0.3,15,27,50.1,57.9,129,6,18,4.3
705,24/03/2007 11:00,0.5,15,29,52.1,63.9,81,7,16,4.5
706,24/03/2007 12:00,0.3,18,29,55.1,63.9,43,7,17,4.3
707,24/03/2007 13:00,0.3,14,27,48.1,63.9,77,6,15,4.3
708,24/03/2007 14:00,0.3,15,29,52.1,59.9,58,6,8,4
709,24/03/2007 15:00,0.3,14,27,48.1,55.9,20,6,8,4
710,24/03/2007 16:00,0.3,15,29,52.1,47.9,14,6,9,4
711,24/03/2007 18:00,0.5,19,34,63.1,35.9,0,6,22,3.5
712,24/03/2007 19:00,0.5,16,32,57.1,37.9,0,6,24,3.3
713,24/03/2007 20:00,0.5,16,31,55.1,41.9,0,6,23,3.3
714,24/03/2007 21:00,0.5,11,27,44.1,49.9,0,6,22,3.3
715,24/03/2007 22:00,0.5,9,25,38,53.9,0,6,20,3
716,24/03/2007 23:00,0.5,5,21,29,53.9,0,7,24,3
717,25/03/2007 01:00,0.3,3,11,15,59.9,0,7,25,3
718,25/03/2007 02:00,0.2,3,11,15,63.9,0,7,26,3.3
719,25/03/2007 03:00,0.3,9,17,31,61.9,0,7,28,3
720,25/03/2007 04:00,0.3,34,42.1,94.1,39.9,0,6,20,3
721,25/03/2007 05:00,0.3,26,38,78.1,43.9,0,6,36,2.5
722,25/03/2007 06:00,0.5,29,46.1,90.1,33.9,0,7,26,2.3
