"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD"
"6058","GR4","31/01/2010 03:00",987,0.3,33,33.5,12.5,22,19,-4,-1,259,1.4
"6059","GR4","31/01/2010 04:00",987,0.6,25.3,26.3,18,17.6,17,-4,0,288,2
"6060","GR4","31/01/2010 05:00",988,0.3,23,23.4,23,16.4,13,-4,-1,301,2.1
"6061","GR4","31/01/2010 06:00",989,2.2,27.7,31.1,18,14.5,13,-4,-1,294,1.8
"6062","GR4","31/01/2010 07:00",990,4.4,35.4,42.1,14,17.5,15,-3,-1,295,1.6
"6063","GR4","31/01/2010 08:00",991,8.7,36.8,50.2,13,18.3,15,23,-1,275,1.8
"6064","GR4","31/01/2010 09:00",991,8.7,33.9,47.3,23,17.7,14,132,0,305,1.7
"6065","GR4","31/01/2010 10:00",992,11.5,31.1,48.8,27.9,19.9,15,290,1,303,1.8
"6066","GR4","31/01/2010 11:00",992,11.8,28.2,46.4,30.4,22.4,15,194,1,230,1.6
"6067","GR4","31/01/2010 12:00",992,11.5,29.6,47.3,33.4,24.7,19,362,2,288,1.8
"6068","GR4","31/01/2010 13:00",992,5.9,23.9,33,40.4,21.5,17,567,3,287,1.4
"6069","GR4","31/01/2010 14:00",992,3.1,23,27.7,40.4,20.1,16,366,3,297,1.3
"6070","GR4","31/01/2010 15:00",993,3.7,32.5,38.3,32.4,21.3,16,143,3,279,1.4
"6071","GR4","31/01/2010 16:00",994,1.2,33,34.9,34.4,19.2,15,17,2,285,1.1
"6072","GR4","31/01/2010 17:00",994,1.2,40.2,42.1,24.9,25,20,-3,2,284,1.4
"6073","GR4","31/01/2010 18:00",995,5.9,57.9,66.9,9,27.5,25,-4,2,281,1.4
"6074","GR4","31/01/2010 19:00",995,24.9,70.3,108.5,1.5,35.9,34,-4,1,270,0.6
"6075","GR4","31/01/2010 20:00",996,47.4,74.1,146.8,2,33.2,30,-4,0,249,0.4
"6076","GR4","31/01/2010 21:00",996,37.7,66,123.8,2,35.6,32,-5,0,232,0.4
"6077","GR4","31/01/2010 22:00",996,29.3,65.5,110.4,2,31.4,29,-4,-1,223,0.6
"6078","GR4","31/01/2010 23:00",996,23.1,59.8,95.1,2,29.7,28,-5,-1,239,0.7
"6079","GR4","01/02/2010 00:00",996,9.7,51.6,66.5,2,25.6,25,-5,-2,232,0.8
"6080","GR4","01/02/2010 01:00",996,1.2,40.2,42.1,9.3,19.4,20,-5,-2,241,0.7
"6081","GR4","01/02/2010 02:00",996,0,26.8,26.8,22,17.4,16,-5,-2,243,0.9
"6082","GR4","01/02/2010 03:00",996,0,18.2,18.2,30.4,14.6,12,-5,-2,252,0.6
"6083","GR4","01/02/2010 04:00",996,0,14.8,14.8,33.9,13.9,12,-5,-2,242,0.8
"6084","GR4","01/02/2010 05:00",996,0.3,23.4,23.9,26.4,12.5,9,-5,-2,235,1
"6085","GR4","01/02/2010 06:00",996,5.9,44.5,53.5,9,13.1,11,-5,-2,232,1
"6086","GR4","01/02/2010 07:00",996,18.4,58.8,87,1,12.1,11,-2,-2,230,1.1
"6087","GR4","01/02/2010 08:00",997,64.9,73.2,172.60001,1.5,18.5,15,38,-2,248,0.7
"6088","GR4","01/02/2010 09:00",997,35.2,55.5,109.5,9,20.3,17,108,0,249,1.3
"6089","GR4","01/02/2010 10:00",997,17.5,39.7,66.5,23.4,18.9,13,228,1,250,1.4
"6090","GR4","01/02/2010 11:00",997,7.5,23.9,35.4,40.9,14.9,9,216,2,256,1.5
"6091","GR4","01/02/2010 12:00",996,5.3,19.6,27.7,47.4,14,10,277,3,248,1.9
"6092","GR4","01/02/2010 13:00",996,3.7,20.6,26.3,46.9,15.4,8,270,3,258,1.9
"6093","GR4","01/02/2010 14:00",996,5.3,26.3,34.4,40.9,16.1,12,149,3,261,1.6
"6094","GR4","01/02/2010 16:00",997,6.5,41.6,51.6,24.9,19.2,11,12,3,249,1.5
"6095","GR4","01/02/2010 17:00",998,30.9,73.2,120.5,2,29.1,18,-3,2,241,1.3
"6096","GR4","01/02/2010 18:00",998,44.9,78.4,147.3,0,31.9,20,-4,2,251,1.1
"6097","GR4","01/02/2010 19:00",998,42.1,71.7,136.3,0,29.9,24,-4,1,260,0.8
"6098","GR4","01/02/2010 20:00",999,22.8,63.6,98.5,0,24.1,19,-4,0,219,1
"6099","GR4","01/02/2010 21:00",999,12.8,55,74.6,0,23.8,18,-4,0,250,1
"6100","GR4","01/02/2010 22:00",999,5,43.5,51.2,8,21.6,17,-4,0,219,1.4
"6101","GR4","01/02/2010 23:00",999,1.9,34.4,37.3,19.5,22.3,15,-4,-1,231,1.4
"6102","GR4","02/02/2010 00:00",999,0.3,19.6,20.1,41.4,20.1,12,-4,-1,233,1.4
"6103","GR4","02/02/2010 01:00",1000,0,7.7,7.7,58.5,11.9,11,-4,-1,248,1.5
"6104","GR4","02/02/2010 02:00",1000,0,5.1,5.1,67.2,12.5,11,-4,0,254,1.5
"6105","GR4","02/02/2010 03:00",1000,0,2.9,2.9,61.4,10.1,10,-4,0,257,1.6
"6106","GR4","02/02/2010 04:00",1000,0,4.8,4.8,59.4,15.2,12,-4,0,267,1.4
"6107","GR4","02/02/2010 05:00",1001,0,8.1,8.1,59.9,11.7,10,-4,0,266,1.3
"6108","GR4","02/02/2010 06:00",1002,1.9,15.3,18.2,53.4,13.7,11,-4,0,278,1.6
"6109","GR4","02/02/2010 07:00",1003,6.2,31.6,41.1,44.4,13.6,12,-2,0,265,1.3
"6110","GR4","02/02/2010 08:00",1003,5,30.6,38.3,45.9,12.5,9,26,0,241,1.2
"6111","GR4","02/02/2010 09:00",1004,6.2,31.6,41.1,44.4,13.6,12,140,1,277,1.6
"6112","GR4","02/02/2010 10:00",1005,13.7,34.4,55.5,42.9,9.2,11,303,2,282,1.9
"6113","GR4","02/02/2010 11:00",1005,3.7,23.4,29.2,50.9,11.8,10,213,3,282,2.1
"6114","GR4","02/02/2010 12:00",1005,19.3,28.7,58.3,46.9,12.9,10,354,4,283,2.3
"6115","GR4","02/02/2010 13:00",1005,4.4,23.4,30.1,48.4,12.9,11,260,4,293,2.4
"6116","GR4","02/02/2010 14:00",1006,15.3,28.7,52.1,45.4,12.9,11,172,4,282,2.1
"6117","GR4","02/02/2010 15:00",1006,7.2,29.6,40.6,41.4,13.7,13,131,4,295,1.8
"6118","GR4","02/02/2010 16:00",1007,3.4,34.4,39.7,37.9,12.3,12,26,4,278,1.6
"6119","GR4","02/02/2010 17:00",1008,4.7,39.2,46.4,33.4,14.7,13,-3,4,229,1.2
"6120","GR4","02/02/2010 18:00",1008,4.7,47.3,54.5,25.9,17.3,13,-4,3,224,1.3
"6121","GR4","02/02/2010 19:00",1008,2.8,47.3,51.6,23.9,16.5,14,-4,2,218,1.2
"6122","GR4","02/02/2010 20:00",1008,1.6,47.3,49.7,22,19.5,14,-4,2,237,1.5
"6123","GR4","02/02/2010 21:00",1007,0.6,45.9,46.9,21.5,18.9,16,-4,2,241,0.9
"6124","GR4","02/02/2010 22:00",1007,0,21,21,43.9,15.7,14,-4,2,241,1.3
"6125","GR4","02/02/2010 23:00",1006,0,18.6,18.6,42.9,12.9,13,-4,2,236,1.6
"6126","GR4","03/02/2010 00:00",1006,0,15.8,15.8,43.4,11.3,13,-4,3,226,2.3
"6127","GR4","03/02/2010 01:00",1005,0,19.1,19.1,31.9,16.6,16,-3,3,215,3
"6128","GR4","03/02/2010 02:00",1004,0,17.8,17.8,37.3,16.6,16,-3,4,224,2.9
"6129","GR4","03/02/2010 03:00",1003,0,16.3,16.3,29.9,16.2,15,-3,4,208,2.6
"6130","GR4","03/02/2010 04:00",1002,0.3,28.7,29.2,12.5,16.3,17,-3,4,221,3
"6131","GR4","03/02/2010 05:00",1001,0,34.4,34.4,9,17.6,17,-3,4,218,3.1
"6132","GR4","03/02/2010 06:00",1000,6.2,44,53.5,1.5,18.8,19,-3,4,201,3.1
"6133","GR4","03/02/2010 07:00",999,37.1,48.8,105.7,0,26.8,26,-3,5,199,3.1
"6134","GR4","03/02/2010 08:00",998,43,50.2,116.2,2,26.3,26,6,6,214,3.8
"6135","GR4","03/02/2010 09:00",997,47.7,60.7,133.89999,4.5,31.8,30,22,7,235,3.8
"6136","GR4","03/02/2010 10:00",997,26.2,58.8,99,12,21,17,68,7,222,3.8
"6137","GR4","03/02/2010 11:00",996,15.9,48.8,73.2,20.5,17.7,18,71,7,231,3.6
"6138","GR4","03/02/2010 12:00",995,12.8,46.4,66,21.5,20.6,19,59,7,230,3.5
"6139","GR4","03/02/2010 13:00",994,8.4,38.3,51.2,28.4,18.7,18,49,7,235,3.6
"6140","GR4","03/02/2010 14:00",993,15.6,31.6,55.5,35.4,15.7,15,36,8,237,3.6
"6141","GR4","03/02/2010 15:00",993,4.7,32,39.2,31.4,19.2,15,26,8,230,3.6
"6142","GR4","03/02/2010 16:00",993,11.5,36.3,54,24.9,14.6,15,4,8,248,2.8
"6143","GR4","03/02/2010 17:00",993,6.2,41.1,50.7,20,18.3,17,-2,8,251,2.8
"6144","GR4","03/02/2010 18:00",994,3.4,37.3,42.6,23.4,19.2,18,-3,8,254,2.5
"6145","GR4","03/02/2010 19:00",994,2.5,31.1,34.9,28.4,18.9,17,-3,7,253,2.3
"6146","GR4","03/02/2010 20:00",994,1.2,19.6,21.5,40.9,18.9,14,-3,7,252,1.9
"6147","GR4","03/02/2010 21:00",995,1.2,13.9,15.8,52.4,23.5,14,-3,6,260,1.7
"6148","GR4","03/02/2010 22:00",996,0.3,9.6,10,62.9,19,13,-3,5,266,1.6
"6149","GR4","03/02/2010 23:00",997,0,9.1,9.1,60.9,19.3,12,-3,3,210,0.8
"6150","GR4","04/02/2010 00:00",997,0,8.1,8.1,60.9,19.6,12,-4,3,29,0.3
"6151","GR4","04/02/2010 01:00",998,0,6.4,6.4,58.5,24,14,-4,3,47,0
"6152","GR4","04/02/2010 02:00",998,0,5.7,5.7,56.5,24.8,15,-4,3,269,0.3
"6153","GR4","04/02/2010 03:00",999,0,2.9,2.9,60.4,24.3,16,-4,3,315,0.1
"6154","GR4","04/02/2010 04:00",999,0,3.3,3.3,59.9,27.1,16,-4,3,301,0.1
"6155","GR4","04/02/2010 05:00",999,0,8.1,8.1,56.4,20.3,15,-4,2,340,0
"6156","GR4","04/02/2010 06:00",1000,1.2,17.2,19.1,45.4,25.2,19,-4,2,19,0
"6157","GR4","04/02/2010 07:00",1000,6.5,40.6,50.7,18,26.5,21,-2,2,27,0
"6158","GR4","04/02/2010 08:00",1000,8.4,41.6,54.5,17.5,25.4,21,17,2,56,0.1
"6159","GR4","04/02/2010 09:00",1001,19.6,40.6,70.8,19.5,25.3,22,39,3,153,0.4
"6160","GR4","04/02/2010 13:00",1001,7.2,14.8,25.8,46.9,21.4,18,62,5,154,0.9
"6161","GR4","04/02/2010 14:00",1001,8.4,16.3,29.2,47.9,24.6,17,40,4,140,1
"6162","GR4","04/02/2010 15:00",1000,3.4,16.3,21.5,50.9,21.5,18,16,4,137,1.1
"6163","GR4","04/02/2010 16:00",1000,1.9,23.9,26.8,46.9,23.3,20,1,4,131,1.8
"6164","GR4","04/02/2010 17:00",1000,6.2,47.8,57.4,19,28,20,-3,4,136,1.4
"6165","GR4","04/02/2010 18:00",999,5,49.7,57.4,14.5,31,27,-3,5,168,0.5
"6166","GR4","04/02/2010 19:00",999,1.9,30.1,33,34.9,25.9,22,-3,6,225,0.5
"6167","GR4","04/02/2010 20:00",998,0.9,18.6,20.1,45.9,25.1,18,-3,7,210,2.1
"6168","GR4","04/02/2010 21:00",998,0.3,13.9,14.3,47.4,22.5,18,-2,8,206,2.5
"6169","GR4","04/02/2010 22:00",998,0,12,12,46.9,24.4,19,-2,8,173,2.7
"6170","GR4","04/02/2010 23:00",999,0,10,10,45.9,23,18,-2,8,201,2.8
"6171","GR4","05/02/2010 00:00",999,0,9.1,9.1,47.4,25.4,20,-2,9,203,2.8
"6172","GR4","05/02/2010 01:00",999,0,9.6,9.6,43.9,26.6,22,-2,8,201,1.7
"6173","GR4","05/02/2010 02:00",999,0,11.5,11.5,39.2,28.1,24,-2,8,209,1.5
"6174","GR4","05/02/2010 03:00",999,0,9.1,9.1,36.9,26.2,22,-2,8,190,1.6
"6175","GR4","05/02/2010 04:00",998,0,9.6,9.6,36.9,24.1,23,-2,8,191,1.6
"6176","GR4","05/02/2010 05:00",999,0.6,15.8,16.7,28.9,21.8,22,-2,8,191,1.3
"6177","GR4","05/02/2010 06:00",998,2.8,27.7,32,24.9,20.7,18,-2,7,201,0.9
"6178","GR4","05/02/2010 07:00",998,6.9,42.6,53.1,27.9,19.5,16,-2,7,218,0.3
"6179","GR4","05/02/2010 08:00",999,11.5,52.6,70.3,24.4,17.7,13,7,7,126,0.5
"6180","GR4","05/02/2010 09:00",999,10.3,44.5,60.2,28.4,18,13,14,7,129,1.2
"6181","GR4","05/02/2010 10:00",999,9.6,38.3,52.9,39.4,24.1,15,34,7,128,1
"6182","GR4","05/02/2010 11:00",998,4.7,20.6,27.7,56.9,0,16,87,8,135,1.3
"6183","GR4","05/02/2010 12:00",998,4.2,15.3,21.7,60.9,0,19,43,8,159,0.9
"6184","GR4","05/02/2010 13:00",997,3.7,24.9,30.6,51.9,7,14,72,8,182,0.8
"6185","GR4","05/02/2010 14:00",996,5.6,26.8,35.4,47.4,29.1,17,59,8,141,1
"6186","GR4","05/02/2010 15:00",996,3.1,14.8,19.6,65.9,23.6,14,115,8,124,1
"6187","GR4","05/02/2010 17:00",995,2.2,27.7,31.1,47.9,24.6,13,-2,7,118,1.9
"6188","GR4","05/02/2010 18:00",995,2.2,41.6,44.9,27.4,23.4,13,-3,6,98,1.7
"6189","GR4","05/02/2010 19:00",994,3.1,51.6,56.4,9.5,25,15,-3,6,124,3.1
"6190","GR4","05/02/2010 20:00",993,6.5,54,64.1,2.5,25.3,19,-3,7,131,4.1
"6191","GR4","05/02/2010 21:00",992,10.9,52.1,68.8,2.5,26.4,18,-3,7,126,3.4
"6192","GR4","05/02/2010 22:00",991,5.9,46.4,55.5,6,25.6,17,-3,6,124,2.8
"6193","GR4","05/02/2010 23:00",991,9.4,47.8,62.2,5,25.4,16,-3,6,131,2.9
"6194","GR4","06/02/2010 00:00",990,13.4,47.8,68.4,0.5,23.9,16,-3,6,134,3
"6195","GR4","06/02/2010 01:00",989,3.3,42.7,47.8,6.7,26.9,15,-3,6,137,2.5
"6196","GR4","06/02/2010 02:00",989,2.9,34.4,38.9,17.3,27.4,15,-3,6,138,2.8
"6197","GR4","06/02/2010 03:00",988,1.9,36.3,39.2,15.5,27.1,17,-3,6,131,1.8
"6198","GR4","06/02/2010 04:00",988,1.2,38.3,40.2,7.5,27.6,17,-3,6,125,2.3
"6199","GR4","06/02/2010 05:00",988,1.6,40.2,42.6,6.5,29.6,19,-3,6,146,1.7
"6200","GR4","06/02/2010 06:00",989,2.2,44.9,48.3,2,31.4,19,-3,6,193,0.8
"6201","GR4","06/02/2010 07:00",990,5.9,42.6,51.6,2,40.8,26,-2,7,212,1.8
"6202","GR4","06/02/2010 08:00",990,12.2,42.1,60.7,2.5,49.5,32,15,7,213,1.9
"6203","GR4","06/02/2010 09:00",991,9.4,35.4,49.7,9,46.5,34,71,7,223,1.7
"6204","GR4","06/02/2010 10:00",992,7.2,31.6,42.6,11.5,46.3,34,173,8,214,1.9
"6205","GR4","06/02/2010 11:00",992,5.6,25.3,33.9,25.9,36.9,31,182,9,209,2.5
"6206","GR4","06/02/2010 12:00",992,11.2,29.2,46.4,20.5,40.2,34,303,9,184,2.1
"6207","GR4","06/02/2010 13:00",992,6.9,28.2,38.7,26.4,38.2,31,157,10,226,1.5
"6208","GR4","06/02/2010 14:00",993,8.4,30.1,43,23,37.5,29,254,9,250,1
"6209","GR4","06/02/2010 15:00",993,9.4,35.9,50.2,16.5,33.6,26,344,10,200,1.8
"6210","GR4","06/02/2010 17:00",995,0.6,35.9,36.8,16,31.6,26,-2,7,184,1.1
"6211","GR4","06/02/2010 18:00",995,0.3,32,32.5,20.5,25.7,22,-3,6,163,0.6
"6212","GR4","06/02/2010 19:00",995,0,24.9,24.9,26.9,24.7,23,-3,6,112,0.9
"6213","GR4","06/02/2010 20:00",995,0,18.6,18.6,30.4,23.7,20,-3,5,95,0.8
"6214","GR4","06/02/2010 21:00",995,0,13.4,13.4,33.4,22.5,19,-3,4,95,1.1
"6215","GR4","06/02/2010 22:00",995,0,16.3,16.3,28.4,20.8,19,-3,5,81,1.2
"6216","GR4","06/02/2010 23:00",995,0,9.6,9.6,43.4,20.4,17,-3,4,68,0.9
"6217","GR4","07/02/2010 00:00",995,0,4.3,4.3,42.9,17.8,14,-3,4,71,0.8
"6218","GR4","07/02/2010 01:00",995,0,1.9,1.9,43.9,15.8,13,-3,4,63,1.2
"6219","GR4","07/02/2010 02:00",996,0,12.8,12.8,27.3,20.9,16,-3,4,63,1.6
"6220","GR4","07/02/2010 04:00",996,0.3,20.1,20.6,23.4,22,19,-3,4,50,1.3
"6221","GR4","07/02/2010 05:00",997,0,15.3,15.3,29.9,23.1,20,-3,4,52,1.4
"6222","GR4","07/02/2010 06:00",998,0,10,10,29.4,26.6,21,-3,4,89,1.3
"6223","GR4","07/02/2010 07:00",999,0,13.4,13.4,21,26.8,24,-1,4,59,1.4
"6224","GR4","07/02/2010 08:00",1001,0.3,13.4,13.9,21.5,25.7,26,7,4,84,1.6
"6225","GR4","07/02/2010 09:00",1002,0,11,11,24.9,26.2,24,21,4,59,1.8
"6226","GR4","07/02/2010 10:00",1004,1.6,11.5,13.9,23.4,27.5,27,38,5,38,1.5
"6227","GR4","07/02/2010 11:00",1005,1.6,19.6,22,26.9,33.3,29,87,5,44,1.4
"6228","GR4","07/02/2010 12:00",1006,1.2,16.3,18.2,34.9,40.2,38,186,6,97,1.5
"6229","GR4","07/02/2010 13:00",1006,0.9,21.5,23,32.4,45.3,39,221,7,338,1.7
"6230","GR4","07/02/2010 14:00",1007,0.6,18.6,19.6,35.4,44.3,39,327,7,162,1.9
"6231","GR4","07/02/2010 15:00",1008,0.3,23.9,24.4,30.9,48.1,42,340,7,271,2
"6232","GR4","07/02/2010 16:00",1009,0.3,20.1,20.6,34.9,40.7,35,86,6,228,1.9
"6233","GR4","07/02/2010 17:00",1010,0,16.3,16.3,36.9,29.1,27,-2,5,278,2.3
"6234","GR4","07/02/2010 18:00",1012,0,22,22,30.9,37.5,32,-3,4,119,1.4
"6235","GR4","07/02/2010 19:00",1012,0,17.2,17.2,33.4,42.9,38,-3,4,77,1.8
"6236","GR4","07/02/2010 20:00",1013,0,12.9,12.9,36.4,45.6,42,-3,3,109,1.5
"6237","GR4","07/02/2010 21:00",1014,0,10,10,42.4,46.8,41,-3,3,217,1.3
"6238","GR4","07/02/2010 22:00",1014,0,6.2,6.2,47.9,43.1,38,-3,4,267,1.4
"6239","GR4","07/02/2010 23:00",1015,0,6.2,6.2,48.4,43,38,-3,4,203,1.8
"6240","GR4","08/02/2010 00:00",1015,0,5.7,5.7,42.4,41.4,39,-3,3,224,2
"6241","GR4","08/02/2010 01:00",1015,0,3.8,3.8,41.9,47.2,44,-4,3,231,1.2
"6242","GR4","08/02/2010 02:00",1015,0,6.4,6.4,41.9,50.4,48,-3,3,303,0.4
"6243","GR4","08/02/2010 03:00",1015,0,4.3,4.3,42.4,51.1,48,-3,3,289,0.3
"6244","GR4","08/02/2010 04:00",1015,0,4.3,4.3,37.9,51.7,48,-3,3,257,0.8
"6245","GR4","08/02/2010 05:00",1015,0,7.7,7.7,39.4,49.4,44,-3,4,296,1
"6246","GR4","08/02/2010 06:00",1015,0,13.4,13.4,39.4,41.9,37,-3,4,202,1.1
"6247","GR4","08/02/2010 07:00",1015,0,20.6,20.6,36.9,31.2,30,-2,4,316,0.9
"6248","GR4","08/02/2010 08:00",1015,0.9,22.5,23.9,32.9,26.1,24,14,4,284,1.3
"6249","GR4","08/02/2010 09:00",1015,1.2,18.6,20.6,37.4,21.8,22,21,3,175,1.6
"6250","GR4","08/02/2010 10:00",1015,0.9,16.3,17.7,40.4,20.9,20,40,4,214,1.1
"6251","GR4","08/02/2010 11:00",1014,1.9,17.7,20.6,33.9,22.6,23,56,4,271,1
"6252","GR4","08/02/2010 12:00",1014,1.9,20.1,23,27.4,31.4,31,62,5,219,1.3
"6253","GR4","08/02/2010 13:00",1013,1.9,21,23.9,27.9,40.6,37,39,5,300,1.5
"6254","GR4","08/02/2010 14:00",1013,1.2,23.9,25.8,29.4,45.8,45,39,5,301,1.5
"6255","GR4","08/02/2010 15:00",1012,0.6,24.9,25.8,33.4,45,40,6,5,285,1.4
"6256","GR4","08/02/2010 16:00",1011,0,22,22,40.9,33.7,29,-1,4,32,1.6
"6257","GR4","08/02/2010 17:00",1011,0,16.7,16.7,48.4,28.3,24,-3,3,34,1.4
"6258","GR4","08/02/2010 18:00",1011,0,10,10,56.4,22.9,21,-4,2,77,0.9
"6259","GR4","08/02/2010 19:00",1011,0,8.6,8.6,60.9,26.9,21,-4,2,117,1.2
"6260","GR4","08/02/2010 20:00",1010,0,6.7,6.7,64.9,24.5,18,-4,3,356,1.3
"6261","GR4","08/02/2010 21:00",1010,0,7.2,7.2,61.4,23.3,16,-4,3,302,1.5
"6262","GR4","08/02/2010 22:00",1010,0,2.4,2.4,67.4,20.2,18,-4,3,210,1.7
"6263","GR4","08/02/2010 23:00",1009,0,1.9,1.9,65.9,19.6,15,-4,2,194,2
"6264","GR4","09/02/2010 00:00",1008,0,2.4,2.4,63.9,21.5,16,-4,2,121,2.1
"6265","GR4","09/02/2010 01:00",1008,0,2.6,2.6,66.5,20.1,16,-4,2,204,2
"6266","GR4","09/02/2010 02:00",1007,0,3.2,3.2,65.9,18,15,-4,2,210,2.2
"6267","GR4","09/02/2010 03:00",1006,0,1.9,1.9,66.9,17.7,15,-4,2,99,1.9
"6268","GR4","09/02/2010 04:00",1006,0,1,1,68.4,17.7,16,-4,2,109,2.2
"6269","GR4","09/02/2010 05:00",1005,0,3.3,3.3,64.9,15.8,13,-4,2,288,2
"6270","GR4","09/02/2010 06:00",1004,0,11,11,57.4,17.4,12,-4,2,18,2.2
"6271","GR4","09/02/2010 07:00",1004,0.3,22.5,23,45.4,16.4,11,-3,2,81,2.1
"6272","GR4","09/02/2010 08:00",1004,3.1,27.3,32,35.9,20.9,15,3,2,46,2.2
"6273","GR4","09/02/2010 09:00",1003,3.7,16.7,22.5,46.4,23.5,18,21,2,117,2.5
"6274","GR4","09/02/2010 10:00",1003,5.4,17.2,25.5,47.4,18.1,16,44,2,31,2.8
"6275","GR4","10/02/2010 13:00",1002,1.6,3.8,6.2,64.9,16.2,12,241,4,62,2.6
"6276","GR4","10/02/2010 18:00",1004,0,17.2,17.2,51.4,13.1,13,-4,3,268,1.4
"6277","GR4","10/02/2010 20:00",1005,0,20.6,20.6,44.4,14,13,-4,2,272,1.8
"6278","GR4","10/02/2010 21:00",1005,0,19.1,19.1,45.9,14.9,14,-4,2,222,1.5
"6279","GR4","10/02/2010 22:00",1005,0,17.2,17.2,45.4,16.6,11,-4,2,288,2
"6280","GR4","10/02/2010 23:00",1005,0,9.1,9.1,53.4,17.3,12,-4,2,226,2
"6281","GR4","11/02/2010 00:00",1005,0,5.3,5.3,54.4,16.6,12,-4,2,267,2.2
"6282","GR4","11/02/2010 01:00",1004,0,1.9,1.9,61.9,15.5,13,-4,2,273,2.4
"6283","GR4","11/02/2010 07:00",1005,1.2,19.6,21.5,39.9,17.1,12,2,1,292,2.5
"6284","GR4","11/02/2010 08:00",1005,1.9,18.2,21,48.9,19.3,13,40,1,264,3.1
"6285","GR4","11/02/2010 09:00",1006,2.2,9.6,12.9,61.4,24.8,17,75,1,19,3.2
"6286","GR4","11/02/2010 10:00",1007,1.2,4.3,6.2,67.4,20.3,15,119,1,86,2.8
"6287","GR4","11/02/2010 11:00",1008,1.6,1.4,3.8,67.9,21.6,15,141,1,84,3.2
"6288","GR4","11/02/2010 12:00",1008,1.2,1.9,3.8,67.9,21.3,14,200,1,64,2.5
"6289","GR4","11/02/2010 14:00",1008,1.2,3.3,5.3,64.9,18.5,14,344,2,292,3
"6290","GR4","11/02/2010 20:00",1010,2.5,48.3,52.1,17,17,13,-4,-1,235,2.3
"6291","GR4","11/02/2010 21:00",1010,1.2,48.8,50.7,15,22.2,16,-4,-1,259,2.4
"6292","GR4","11/02/2010 22:00",1010,0.3,41.6,42.1,19.5,22.3,16,-4,-1,269,2.5
"6293","GR4","11/02/2010 23:00",1010,0.9,33.9,35.4,16,25.3,19,-4,0,168,2.3
"6294","GR4","12/02/2010 00:00",1010,0,27.7,27.7,22,28.9,22,-4,0,28,2.6
"6295","GR4","12/02/2010 01:00",1010,0,24.2,24.2,22.6,26.8,24,-4,0,116,2.5
"6296","GR4","12/02/2010 02:00",1010,0,18.5,18.5,27.9,26.7,25,-4,0,169,2.7
"6297","GR4","12/02/2010 03:00",1010,0,17.7,17.7,23.4,29,25,-4,0,97,2.9
"6298","GR4","12/02/2010 04:00",1010,0.6,19.6,20.6,18.5,27.4,25,-4,-1,58,2.5
"6299","GR4","12/02/2010 05:00",1011,1.2,23.4,25.3,13.5,20.7,24,-4,-1,172,2.6
"6300","GR4","12/02/2010 06:00",1011,4.1,31.6,37.8,5.5,27.2,26,-4,-1,130,2.8
"6301","GR4","12/02/2010 07:00",1011,9.4,40.2,54.5,1.5,29.1,28,2,-1,351,2.7
"6302","GR4","12/02/2010 08:00",1012,9.7,44.5,59.3,5,28.7,28,36,-1,339,2.8
"6303","GR4","12/02/2010 09:00",1012,8.1,40.2,52.6,10,23.4,24,161,0,75,3
"6304","GR4","12/02/2010 10:00",1012,19.6,42.6,72.7,7,22.3,24,311,1,111,3.8
"6305","GR4","12/02/2010 11:00",1012,11.5,39.7,57.4,16.5,17.8,18,235,2,86,4
"6306","GR4","12/02/2010 12:00",1012,5.3,25.8,33.9,38.9,15.8,13,251,2,39,3.8
"6307","GR4","12/02/2010 13:00",1012,4.7,23.9,31.1,37.4,16.9,14,284,2,140,3.8
"6308","GR4","12/02/2010 14:00",1012,3.1,24.4,29.2,35.9,17,13,407,2,60,3.3
"6309","GR4","12/02/2010 15:00",1012,2.2,30.6,33.9,34.9,21.9,17,275,2,141,3.4
"6310","GR4","12/02/2010 16:00",1013,0.3,20.1,20.6,46.9,16.2,15,73,2,76,2.9
"6311","GR4","12/02/2010 17:00",1013,0,22,22,43.9,15.3,13,-2,1,44,2
"6312","GR4","12/02/2010 18:00",1013,0,22.5,22.5,42.9,14.6,13,-4,1,284,1.8
"6313","GR4","12/02/2010 19:00",1013,0,23.4,23.4,42.4,13.8,11,-4,0,315,1.3
"6314","GR4","12/02/2010 20:00",1013,0,16.3,16.3,50.4,12.2,12,-4,0,300,1.4
"6315","GR4","12/02/2010 21:00",1013,0,23.4,23.4,41.4,13.4,13,-4,0,330,1.2
"6316","GR4","12/02/2010 22:00",1013,0,14.8,14.8,45.9,14,13,-4,1,222,1.4
"6317","GR4","12/02/2010 23:00",1013,0,4.8,4.8,56.9,15.2,15,-4,1,258,1.5
"6318","GR4","13/02/2010 00:00",1013,0,3.8,3.8,61.9,16,11,-4,1,264,2
"6319","GR4","13/02/2010 01:00",1013,0,3.2,3.2,60.5,16.6,13,-4,1,334,1.6
"6320","GR4","13/02/2010 02:00",1012,0,2.6,2.6,58.5,18.1,13,-4,1,289,1.8
"6321","GR4","13/02/2010 03:00",1012,0,4.8,4.8,52.4,17.6,14,-4,2,195,1.6
"6322","GR4","13/02/2010 04:00",1012,0,3.3,3.3,46.9,17.8,14,-4,2,271,1.6
"6323","GR4","13/02/2010 05:00",1012,0,5.3,5.3,55.4,17.8,12,-4,1,268,1.7
