"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD"
"1","GR4","26/11/2008 15:00",1014,39.9,53.1,114.3,0,29.5,23,53,6,282,2.3
"2","GR4","26/11/2008 16:00",1015,62.7,60.7,156.8,0,31.1,24,-2,5,286,2
"3","GR4","26/11/2008 17:00",1016,56.4,64.5,151.10001,0,28.6,24,-3,5,303,1.9
"4","GR4","26/11/2008 18:00",1017,43,64.1,130.10001,0,26.8,24,-3,5,271,2
"5","GR4","26/11/2008 19:00",1017,25.3,58.3,97.1,0,23.7,20,-3,4,298,1.6
"6","GR4","26/11/2008 20:00",1018,15.3,51.6,75.1,2.5,23.3,20,-3,4,288,1.5
"7","GR4","26/11/2008 21:00",1018,7.5,42.1,53.5,4,22.9,20,-3,3,299,1.5
"8","GR4","26/11/2008 22:00",1019,5.9,40.2,49.2,4.5,23.6,20,-3,3,284,1.6
"9","GR4","26/11/2008 23:00",1019,2.5,27.7,31.6,12.5,24.5,22,-4,2,277,0.6
"10","GR4","27/11/2008 00:00",1019,2.5,23.9,27.7,12,22.7,21,-4,2,253,0.4
"11","GR4","27/11/2008 01:00",1019,1.6,14.3,16.7,24.6,22.5,19,-4,1,242,1.1
"12","GR4","27/11/2008 02:00",1019,1.6,9.1,11.5,27.7,23,20,-4,0,238,0.9
"13","GR4","27/11/2008 03:00",1019,1.2,8.1,10,21,20.3,20,-4,0,251,1.1
"14","GR4","27/11/2008 04:00",1019,1.2,7.2,9.1,25.4,16,16,-4,1,251,1.3
"15","GR4","27/11/2008 05:00",1018,1.6,8.6,11,25.4,14.6,14,-3,2,263,1.1
"16","GR4","27/11/2008 06:00",1018,3.7,16.7,22.5,21.5,16.8,14,-3,3,260,1.1
"17","GR4","27/11/2008 07:00",1018,4.4,21.5,28.2,22,17.1,12,-1,3,268,1.4
"18","GR4","27/11/2008 08:00",1018,5,23.9,31.6,22.5,15.8,13,28,4,278,1.5
"19","GR4","27/11/2008 09:00",1018,6.5,20.6,30.6,27.9,12.4,13,55,5,268,1.3
"20","GR4","27/11/2008 10:00",1018,5.3,17.2,25.3,34.4,11,9,44,6,258,1.3
"21","GR4","27/11/2008 11:00",1018,4.1,11.5,17.7,42.4,10.7,8,37,6,249,1.1
"22","GR4","27/11/2008 12:00",1018,4.1,8.6,14.8,46.9,10.1,10,29,7,237,1.2
"23","GR4","27/11/2008 13:00",1017,4.4,8.1,14.8,51.9,12.9,6,46,7,246,1.3
"24","GR4","27/11/2008 14:00",1016,10,11.5,26.8,48.4,10.7,7,45,7,243,1.3
"25","GR4","27/11/2008 15:00",1016,3.7,12.9,18.6,45.4,9.1,7,8,8,247,0.8
"26","GR4","27/11/2008 16:00",1016,4.1,14.3,20.6,44.4,10.8,7,-2,8,224,0.8
"27","GR4","27/11/2008 17:00",1016,4.4,20.6,27.3,39.9,8.8,6,-2,8,210,1.1
"28","GR4","27/11/2008 18:00",1016,4.1,20.1,26.3,39.4,12.4,8,-2,9,217,1.5
"29","GR4","27/11/2008 19:00",1015,2.2,12,15.3,48.9,11.9,7,-2,9,214,1.8
"30","GR4","27/11/2008 20:00",1015,1.2,8.1,10,49.9,14.3,8,-2,9,235,2
"31","GR4","27/11/2008 21:00",1015,1.2,4.3,6.2,50.4,9.5,5,-2,9,217,1.8
"32","GR4","27/11/2008 22:00",1014,1.2,2.9,4.8,49.9,8,5,-2,9,222,1.9
"33","GR4","27/11/2008 23:00",1014,0.9,6.2,7.7,45.4,6.8,4,-2,9,218,1.8
"34","GR4","28/11/2008 00:00",1013,0.9,18.6,20.1,32.4,9.3,6,-2,9,220,1.7
"35","GR4","28/11/2008 01:00",1012,0.3,18.2,18.6,32.6,9,6,-2,8,209,1.6
"36","GR4","28/11/2008 02:00",1011,0.3,18.6,19.1,36.6,7.3,6,-2,8,215,1.4
"37","GR4","28/11/2008 03:00",1011,0.6,18.2,19.1,29.9,8.6,7,-2,8,217,1.4
"38","GR4","28/11/2008 04:00",1010,0.6,11.5,12.4,42.9,6.6,5,-2,7,199,1.5
"39","GR4","28/11/2008 05:00",1009,0.3,11.5,12,33.9,8.8,5,-2,7,210,2
"40","GR4","28/11/2008 06:00",1008,6.9,35.4,45.9,12.5,10.5,7,-2,7,196,1.9
"41","GR4","28/11/2008 07:00",1008,12.8,57.9,77.5,10,12.5,7,0,8,197,1.9
"42","GR4","28/11/2008 08:00",1007,17.5,66.9,93.7,6.5,9.9,7,16,8,202,1.6
"43","GR4","28/11/2008 09:00",1007,17.2,66,92.3,11,10.7,9,36,9,194,1.9
"44","GR4","28/11/2008 10:00",1006,9.4,41.6,55.9,21.5,10,7,56,10,201,2.3
"45","GR4","28/11/2008 11:00",1004,10.9,53.1,69.8,14.5,12,9,100,10,206,3.2
"46","GR4","28/11/2008 12:00",1003,26.5,61.2,101.8,12.5,13.1,8,181,11,207,3.7
"47","GR4","28/11/2008 13:00",1002,27.4,72.7,114.8,5,14.2,12,209,12,207,4.4
"48","GR4","28/11/2008 14:00",1001,26.2,73.2,113.3,4,19.5,14,34,11,212,4
"49","GR4","28/11/2008 15:00",1000,26.8,75.1,116.2,2.5,17.6,16,9,10,212,3.1
"50","GR4","28/11/2008 16:00",1000,12.2,66.9,85.6,2,17.6,16,-1,10,203,3.1
"51","GR4","28/11/2008 17:00",999,11.5,64.5,82.2,2,17.4,15,-2,10,210,2.8
"52","GR4","28/11/2008 18:00",999,15.6,62.6,86.5,1,20.3,17,-2,10,198,2.5
"53","GR4","28/11/2008 19:00",998,17.8,65,92.3,2.5,19.2,19,-2,10,207,3.2
"54","GR4","28/11/2008 20:00",998,10.3,54.5,70.3,2.5,20.3,17,-2,10,213,2.7
"55","GR4","28/11/2008 21:00",997,7.5,48.3,59.8,4.5,23.4,21,-2,10,200,2.4
"56","GR4","28/11/2008 22:00",996,0.9,27.7,29.2,19,16.5,16,-2,10,198,2.2
"57","GR4","28/11/2008 23:00",996,8.1,33,45.4,6,17.6,15,-2,9,216,2.2
"58","GR4","29/11/2008 00:00",995,4.1,48.3,54.5,2.5,21,17,-2,9,232,1.1
"59","GR4","29/11/2008 01:00",995,0.9,32,33.5,12,14.5,13,-2,8,264,0.5
"60","GR4","29/11/2008 02:00",995,0.3,22,22.5,23.5,14.9,12,-2,7,271,0.2
"61","GR4","29/11/2008 03:00",994,0,16.7,16.7,30.9,14.8,13,-2,7,209,0.2
"62","GR4","29/11/2008 04:00",994,0.6,19.1,20.1,27.9,17.6,15,-3,6,202,0.6
"63","GR4","29/11/2008 05:00",993,0,22,22,25.4,15.3,13,-3,6,202,0.1
"64","GR4","29/11/2008 06:00",993,1.6,32.5,34.9,10.5,15,14,-3,5,193,0.2
"65","GR4","29/11/2008 07:00",992,1.6,31.6,33.9,9,14.7,14,-2,5,140,0.5
"66","GR4","29/11/2008 08:00",992,5.9,38.3,47.3,6,14.9,13,9,5,131,0.6
"67","GR4","29/11/2008 09:00",992,9.4,41.1,55.5,5,19.2,18,19,5,128,1.3
"68","GR4","29/11/2008 10:00",992,9,35.4,49.2,6.5,16.8,16,37,5,86,0.1
"69","GR4","29/11/2008 11:00",991,13.1,37.3,57.4,5.5,18.4,16,35,5,63,0.6
"70","GR4","29/11/2008 12:00",990,9.7,34.9,49.7,8,21.1,17,33,5,91,0.4
"71","GR4","29/11/2008 13:00",989,5.9,34.4,43.5,7,20,17,22,5,35,0.6
"72","GR4","29/11/2008 14:00",988,6.2,36.8,46.4,5,21,19,11,5,61,0.7
"73","GR4","29/11/2008 15:00",988,2.8,37.8,42.1,8,20.6,19,3,5,64,0.8
"74","GR4","29/11/2008 16:00",988,3.1,46.9,51.6,2,21.9,19,-3,5,38,0.8
"75","GR4","29/11/2008 17:00",988,5,46.4,54,1,20.4,21,-3,5,79,0.7
"76","GR4","29/11/2008 18:00",988,3.7,44,49.7,2,16.3,15,-3,5,196,0.4
"77","GR4","29/11/2008 19:00",987,4.4,44.5,51.2,1.5,17.5,17,-3,5,315,0.7
"78","GR4","29/11/2008 20:00",987,3.1,41.6,46.4,3,19,17,-3,5,221,0.7
"79","GR4","29/11/2008 21:00",987,3.1,44,48.8,2,19.9,17,-3,5,13,0.5
"80","GR4","29/11/2008 22:00",987,2.2,40.6,44,5,16.1,16,-3,4,359,0.9
"81","GR4","29/11/2008 23:00",987,1.2,33.9,35.9,8.5,18.8,16,-3,3,0,0.3
"82","GR4","30/11/2008 00:00",987,1.2,31.1,33,10,18.7,19,-3,3,152,0.8
"83","GR4","30/11/2008 01:00",986,0.9,24.9,26.3,18.5,16.9,17,-3,2,146,1.1
"84","GR4","30/11/2008 02:00",986,0.6,20.1,21,27.9,18.6,17,-4,2,216,1
"85","GR4","30/11/2008 03:00",986,0,14.8,14.8,29.4,16.8,15,-4,2,297,1
"86","GR4","30/11/2008 04:00",985,0.3,12,12.4,31.9,15.6,14,-4,2,169,0.9
"87","GR4","30/11/2008 05:00",985,0.3,10.5,11,33.9,13.8,11,-3,2,171,1
"88","GR4","30/11/2008 06:00",986,0.3,9.1,9.6,36.4,12.4,12,-4,2,194,0.8
"89","GR4","30/11/2008 07:00",986,0.3,9.6,10,37.9,12.3,10,-3,2,199,0.7
"90","GR4","30/11/2008 08:00",986,0.3,9.1,9.6,38.9,11.1,9,5,2,217,1
"91","GR4","30/11/2008 09:00",986,0.6,10.5,11.5,36.4,11.8,11,19,3,123,0.7
"92","GR4","30/11/2008 10:00",986,0.9,13.9,15.3,31.9,12.8,10,28,3,100,1.1
"93","GR4","30/11/2008 11:00",985,1.2,18.6,20.6,27.9,17.7,13,36,3,225,1.4
"94","GR4","30/11/2008 12:00",985,3.7,23.4,29.2,24.4,21.9,18,39,3,139,1.3
"95","GR4","30/11/2008 13:00",985,1.2,19.6,21.5,31.4,22.2,18,20,4,106,0.8
"96","GR4","30/11/2008 14:00",985,0.9,18.2,19.6,33.4,21.4,18,13,4,92,1
"97","GR4","30/11/2008 15:00",985,1.2,21,23,30.4,20.2,16,4,4,48,1.4
"98","GR4","30/11/2008 16:00",986,1.9,36.3,39.2,13,19.9,16,-3,3,13,1.9
"99","GR4","30/11/2008 17:00",986,0.9,29.6,31.1,22.5,13.6,13,-3,3,82,1.7
"100","GR4","30/11/2008 18:00",986,0,19.6,19.6,32.4,14.4,12,-3,3,109,1.6
"101","GR4","30/11/2008 19:00",986,0.9,20.6,22,34.4,16.4,13,-3,3,237,1.6
"102","GR4","30/11/2008 20:00",986,0,13.9,13.9,49.9,10.8,10,-3,3,52,1.8
"103","GR4","30/11/2008 21:00",986,0,12,12,45.9,6.9,7,-3,3,121,1.7
"104","GR4","30/11/2008 22:00",985,0,5.7,5.7,49.4,6.2,5,-3,3,130,2.1
"105","GR4","30/11/2008 23:00",985,0,9.6,9.6,45.4,6,6,-3,3,165,2
"106","GR4","03/12/2008 13:00",995,82.9,74.1,201.3,1.5,35.9,30,14,4,262,0.9
"107","GR4","03/12/2008 14:00",995,34,60.2,112.4,3.5,26.1,19,33,4,251,1.5
"108","GR4","03/12/2008 15:00",994,42.4,64.5,129.60001,2,24.7,17,9,4,260,1.5
"109","GR4","03/12/2008 16:00",994,104.1,75.5,235.2,2,28,20,-3,4,257,0.8
"110","GR4","03/12/2008 17:00",993,194.89999,104.7,403.5,2,39.7,31,-3,3,217,1
"111","GR4","03/12/2008 18:00",993,227.60001,120,469,3,54.9,44,-4,3,231,1.5
"112","GR4","03/12/2008 19:00",992,152.8,96.6,330.89999,3,51.9,47,-4,2,221,0.9
"113","GR4","03/12/2008 20:00",992,113.8,81.3,255.8,2,41.4,35,-4,2,237,0.9
"114","GR4","03/12/2008 21:00",991,76.4,74.1,191.3,0.5,36.2,29,-4,2,227,0.9
"115","GR4","03/12/2008 22:00",990,57.1,66.9,154.39999,0,33.9,27,-4,1,242,0.6
"116","GR4","03/12/2008 23:00",990,20,56.9,87.5,1,27.5,23,-4,1,237,0.5
"117","GR4","04/12/2008 00:00",989,7.2,39.2,50.2,1,26.7,20,-4,1,244,0.3
"118","GR4","04/12/2008 01:00",989,18.4,36.3,64.5,8.5,22.5,19,-4,1,241,0.4
"119","GR4","04/12/2008 02:00",989,8.7,33,46.4,12,24.6,21,-4,0,241,0.3
"120","GR4","04/12/2008 03:00",988,1.2,16.3,18.2,25.4,15.5,14,-4,0,258,0.3
"121","GR4","04/12/2008 04:00",988,0.6,4.3,5.3,42.4,14.4,10,-4,0,244,0.1
"122","GR4","04/12/2008 05:00",989,0.9,0.5,1.9,53.4,11.8,4,-4,0,236,0
"123","GR4","04/12/2008 06:00",989,1.9,1.9,4.8,54.4,10.5,7,-4,0,236,0
"124","GR4","04/12/2008 07:00",990,2.2,5.7,9.1,51.9,7.4,8,-3,0,236,0
"125","GR4","04/12/2008 08:00",991,1.9,4.8,7.7,52.9,7.3,4,16,0,236,0
"126","GR4","04/12/2008 09:00",992,5.3,12,20.1,43.9,7,6,43,0,266,0.1
"127","GR4","04/12/2008 10:00",992,5.6,26.8,35.4,41.9,10.4,7,34,0,284,0.8
"128","GR4","04/12/2008 11:00",992,5.3,18.6,26.8,50.9,11.9,8,91,1,256,0.8
"129","GR4","04/12/2008 12:00",993,6.5,18.6,28.7,47.4,13,9,81,2,281,1
"130","GR4","04/12/2008 13:00",994,4.7,17.2,24.4,46.9,15,10,333,4,263,1.2
"131","GR4","04/12/2008 14:00",994,5.3,23,31.1,42.9,17.7,10,194,4,299,1.2
"132","GR4","04/12/2008 15:00",994,5.6,29.2,37.8,36.9,18.5,12,77,4,283,0.6
"133","GR4","04/12/2008 16:00",995,10.6,44,60.2,21.5,19.8,11,-3,2,306,0.1
"134","GR4","04/12/2008 17:00",996,7.5,35.9,47.3,24.9,21.3,11,-4,1,286,0.2
"135","GR4","04/12/2008 18:00",996,5.9,32,41.1,33.4,14.4,12,-4,1,236,0.9
"136","GR4","04/12/2008 19:00",995,4.4,30.1,36.8,32.4,9.8,8,-4,1,230,1.4
"137","GR4","04/12/2008 20:00",995,4.7,29.6,36.8,26.4,9.7,8,-4,0,232,0.9
"138","GR4","04/12/2008 21:00",995,3.4,24.9,30.1,26.9,11.3,7,-4,1,231,1.3
"139","GR4","04/12/2008 22:00",994,1.9,18.6,21.5,33.4,10.7,7,-4,1,212,0.9
"140","GR4","04/12/2008 23:00",993,2.5,18.6,22.5,28.4,12.3,7,-4,1,206,0.9
"141","GR4","05/12/2008 00:00",992,1.9,12.9,15.8,39.9,12.4,8,-4,1,171,0.3
"142","GR4","05/12/2008 01:00",991,0.9,7.7,9.1,36.9,10.1,7,-4,1,121,0.8
"143","GR4","05/12/2008 02:00",989,0.9,6.7,8.1,30.4,11.8,6,-4,1,125,1.2
"144","GR4","05/12/2008 03:00",986,0.6,8.1,9.1,41.4,6.9,6,-3,3,160,0.9
"145","GR4","05/12/2008 04:00",983,1.6,13.9,16.3,31.4,8.3,4,-3,4,177,1.2
"146","GR4","05/12/2008 05:00",981,1.6,18.2,20.6,21,7,6,-3,4,149,1.6
"147","GR4","05/12/2008 06:00",978,4.1,28.2,34.4,9,8.4,4,-3,4,139,1.9
"148","GR4","05/12/2008 07:00",975,33.4,59.8,110.9,1,15.9,9,-3,4,151,1.9
"149","GR4","05/12/2008 08:00",973,89.5,64.1,201.3,1,17.5,11,3,5,179,1.9
"150","GR4","05/12/2008 09:00",971,102.6,64.5,221.89999,1.5,21.6,15,14,6,184,2.2
"151","GR4","05/12/2008 10:00",971,160.89999,94.2,340.89999,0.5,30.2,19,70,8,236,3
"152","GR4","05/12/2008 11:00",972,38.4,58.3,117.1,11,18.2,13,207,8,230,3.5
"153","GR4","05/12/2008 12:00",972,22.8,49.2,84.2,10,18.5,14,124,9,243,3.5
"154","GR4","05/12/2008 16:00",973,15.3,54,77.5,1.5,12,11,-2,7,218,2.3
"155","GR4","05/12/2008 17:00",973,19,59.8,88.9,4.5,15.1,11,-2,7,214,2.7
"156","GR4","05/12/2008 18:00",972,12.8,51.6,71.2,6.5,17,13,-2,7,217,3.1
"157","GR4","05/12/2008 19:00",972,18.4,55,83.2,0,14.8,10,-3,6,224,2.6
"158","GR4","05/12/2008 20:00",972,17.8,53.5,80.8,1.5,17.2,14,-3,6,230,2.5
"159","GR4","05/12/2008 21:00",972,7.2,41.1,52.1,3.5,14.5,11,-3,6,224,2.5
"160","GR4","05/12/2008 22:00",972,3.1,35.4,40.2,10.5,13.2,10,-3,5,218,2.5
"161","GR4","05/12/2008 23:00",972,1.9,29.2,32,13.5,12.7,10,-3,5,220,2.1
"162","GR4","06/12/2008 00:00",972,0.9,23.9,25.3,15,11.3,8,-3,5,224,2.6
"163","GR4","06/12/2008 01:00",972,1.2,21.5,23.4,11.5,9.8,13,-3,5,219,1.9
"164","GR4","06/12/2008 02:00",972,0.9,23.9,25.3,11.5,17.7,14,-3,5,228,1.8
"165","GR4","06/12/2008 03:00",973,1.2,21,23,16.5,20.3,16,-3,4,238,1.2
"166","GR4","06/12/2008 04:00",973,0.6,18.2,19.1,17.5,15.9,16,-3,4,216,0.9
"167","GR4","06/12/2008 05:00",973,0.9,24.4,25.8,15,20.3,17,-4,3,203,0.8
"168","GR4","06/12/2008 06:00",974,2.2,29.2,32.5,6.5,18.2,16,-4,3,231,0.3
"169","GR4","06/12/2008 07:00",974,5.9,37.8,46.9,4,17.5,15,-3,3,225,0.8
"170","GR4","06/12/2008 08:00",975,13.1,39.7,59.8,3,16.4,13,14,3,261,0.1
"171","GR4","06/12/2008 09:00",976,18.3,35.7,63.7,6.7,16.2,11,23,4,258,0.3
"172","GR4","06/12/2008 10:00",977,21.2,33.9,66.5,15,17.9,13,36,5,284,0.6
"173","GR4","06/12/2008 11:00",978,15.9,27.7,52.1,21,19.7,12,157,6,273,1.2
"174","GR4","06/12/2008 12:00",979,10,24.4,39.7,29.4,18.3,10,145,7,288,1.4
"175","GR4","06/12/2008 13:00",980,6.5,26.3,36.3,29.9,17,11,321,7,282,1.7
"176","GR4","06/12/2008 14:00",981,3.7,26.3,32,13.5,20.1,9,95,7,270,1.9
"177","GR4","06/12/2008 15:00",982,1.9,33.9,36.8,25.4,19.2,10,11,7,268,1.6
"178","GR4","06/12/2008 16:00",983,7.2,45.4,56.4,7,20.8,12,-2,7,255,1.6
"179","GR4","06/12/2008 17:00",983,18.4,50.7,78.9,4,20,11,-2,7,263,1.6
"180","GR4","06/12/2008 18:00",985,30.2,55,101.4,4,21.7,15,-3,7,280,1.7
"181","GR4","06/12/2008 19:00",986,35.9,59.3,114.3,4,20.9,15,-3,5,238,1
"182","GR4","06/12/2008 20:00",986,30.2,54,100.4,4,19.8,14,-3,6,232,1.6
"183","GR4","06/12/2008 21:00",987,22.8,54.5,89.4,4,19.6,15,-3,5,240,1.8
"184","GR4","06/12/2008 22:00",987,17.5,47.3,74.1,3.5,22.3,14,-3,6,243,1.9
"185","GR4","06/12/2008 23:00",988,28.7,47.8,91.8,4,22,14,-3,6,280,1.9
"186","GR4","07/12/2008 00:00",990,59.6,51.6,143,4,25.3,19,-3,6,283,2.1
"187","GR4","07/12/2008 01:00",992,79.8,49.2,171.60001,3,25.8,18,-3,5,288,2.4
"188","GR4","07/12/2008 02:00",993,99.8,50.7,203.7,4,28.6,23,-3,5,290,1.9
"189","GR4","07/12/2008 03:00",995,96.7,48.8,197,3,32.1,27,-3,5,307,1.8
"190","GR4","07/12/2008 04:00",997,149.39999,54.5,283.5,2,35.7,30,-3,5,303,1.7
"191","GR4","07/12/2008 05:00",998,151.5,50.7,283,2,37,33,-3,5,311,1.8
"192","GR4","07/12/2008 06:00",999,124.7,48.8,240,3.5,34,30,-3,5,279,1.7
"193","GR4","07/12/2008 07:00",1001,127.2,52.6,247.7,5.5,33.2,30,-2,4,296,1.4
"194","GR4","07/12/2008 08:00",1002,92.9,44.5,186.89999,5,31.2,28,10,4,287,1.2
"195","GR4","07/12/2008 09:00",1003,89.2,47.3,184.10001,4.5,35.7,29,61,5,296,1.4
"196","GR4","07/12/2008 10:00",1004,79.5,59.3,181.2,5,41.4,33,116,5,280,1.5
"197","GR4","07/12/2008 11:00",1005,92.9,68.4,210.89999,6,47.3,38,157,6,287,1.9
"198","GR4","07/12/2008 12:00",1006,74.5,69.3,183.60001,8,49.2,39,131,7,291,2
"199","GR4","07/12/2008 13:00",1006,32.7,55.9,106.1,13.5,35.9,30,346,7,309,1.8
"200","GR4","07/12/2008 14:00",1007,18.7,54.5,83.2,12.5,31.7,23,257,7,266,1.7
"201","GR4","07/12/2008 15:00",1008,45.5,60.7,130.5,4.5,37.7,28,73,6,307,1.1
"202","GR4","07/12/2008 16:00",1009,63.9,55.9,154,4,45.6,36,-2,5,302,0.7
"203","GR4","07/12/2008 17:00",1010,89.2,63.1,199.89999,4,47.8,40,-3,4,300,0.9
"204","GR4","07/12/2008 18:00",1011,71.4,56.4,165.89999,4,43,35,-3,4,305,0.9
"205","GR4","07/12/2008 19:00",1012,46.2,54.5,125.3,4,36.1,28,-3,4,298,1.1
"206","GR4","07/12/2008 20:00",1012,30.2,63.1,109.5,4.5,31.8,23,-4,3,294,1.1
"207","GR4","07/12/2008 21:00",1013,40.2,58.8,120.5,4,30.6,24,-4,3,304,1.1
"208","GR4","07/12/2008 22:00",1014,22.1,48.8,82.7,4,26.3,20,-4,3,284,0.6
"209","GR4","07/12/2008 23:00",1014,18.7,42.1,70.8,3.5,25.3,18,-4,2,273,0.6
"210","GR4","08/12/2008 00:00",1015,12.8,31.6,51.2,1.5,22.9,17,-4,2,211,0.4
"211","GR4","08/12/2008 01:00",1016,4.7,27.7,34.9,6.5,16.8,12,-4,2,260,0.4
"212","GR4","08/12/2008 02:00",1016,2.2,25.8,29.2,6.5,18.4,13,-4,1,293,0.2
"213","GR4","08/12/2008 03:00",1017,1.9,26.8,29.6,10,18.8,15,-4,1,292,0.1
"214","GR4","08/12/2008 04:00",1017,0.6,22,23,16,19.4,15,-4,0,231,0.3
"215","GR4","08/12/2008 05:00",1018,2.8,25.3,29.6,11.5,22.5,16,-4,-1,247,0
"216","GR4","08/12/2008 06:00",1018,9.4,34.9,49.2,6,22.3,17,-4,-1,266,0.1
"217","GR4","08/12/2008 07:00",1019,22.5,45.9,80.3,2,21.8,16,-3,-1,279,0.3
"218","GR4","08/12/2008 08:00",1019,21.2,45.4,77.9,3.5,22.9,16,18,0,243,0.3
"219","GR4","08/12/2008 09:00",1020,24.9,47.8,86.1,7,21.7,17,98,1,247,0.6
"220","GR4","08/12/2008 10:00",1020,16.8,34.4,60.2,8,18.3,13,125,2,236,0.7
"221","GR4","08/12/2008 11:00",1020,9.4,21,35.4,9,18.5,14,172,3,270,0.6
"222","GR4","08/12/2008 12:00",1020,12.2,29.2,47.8,22.5,20.1,15,122,5,261,0.7
"223","GR4","08/12/2008 13:00",1020,11.5,27.7,45.4,10.5,24.7,18,379,7,228,0.9
"224","GR4","08/12/2008 14:00",1020,18.1,35.4,63.1,16,24,18,288,7,231,0.9
"225","GR4","08/12/2008 15:00",1020,5.6,32.5,41.1,25.4,20.5,13,76,6,217,0.7
"226","GR4","08/12/2008 16:00",1020,12.2,42.1,60.7,11,23.9,17,-2,4,211,0.3
"227","GR4","08/12/2008 17:00",1020,22.5,54,88.5,3.5,26.1,18,-3,4,201,0.7
"228","GR4","08/12/2008 18:00",1020,15.3,52.1,75.5,6,25.7,20,-3,3,204,0.9
"229","GR4","08/12/2008 19:00",1020,10.3,50.7,66.5,4,24.9,20,-4,3,203,1
"230","GR4","08/12/2008 20:00",1020,4.1,42.6,48.8,6,25.3,18,-4,3,211,1.5
"231","GR4","08/12/2008 21:00",1020,4.4,39.7,46.4,7,23.6,18,-4,3,214,1.2
"232","GR4","08/12/2008 22:00",1020,5.9,44.9,54,6.5,23,19,-4,3,220,1.4
"233","GR4","08/12/2008 23:00",1019,9.7,50.7,65.5,2,26.3,20,-4,3,208,1.1
"234","GR4","09/12/2008 00:00",1019,16.8,48.3,74.1,2,24.5,22,-3,3,199,1.1
"235","GR4","09/12/2008 01:00",1018,4.1,33.5,39.7,18.5,15.5,13,-3,3,206,1
"236","GR4","09/12/2008 02:00",1018,1.2,19.6,21.5,31.4,9,10,-3,3,243,0.6
"237","GR4","09/12/2008 03:00",1018,0.3,10,10.5,38.9,9.8,7,-3,3,235,0.9
"238","GR4","09/12/2008 04:00",1017,0.3,12.4,12.9,38.9,10.6,9,-3,4,207,1.2
"239","GR4","09/12/2008 05:00",1017,0.9,23.4,24.9,23,16,11,-3,4,205,0.9
"240","GR4","09/12/2008 06:00",1017,8.4,44.9,57.9,7,20.3,12,-3,3,202,0.9
"241","GR4","09/12/2008 07:00",1016,21.8,54,87.5,2,21.8,14,-3,3,197,0.7
"242","GR4","09/12/2008 08:00",1016,40.2,62.2,123.8,5,26.8,18,16,3,201,1.3
"243","GR4","09/12/2008 09:00",1015,25.9,52.6,92.3,8,26,18,42,4,190,1.2
"244","GR4","09/12/2008 10:00",1015,18.7,45.9,74.6,5.5,24.4,15,92,5,192,1
"245","GR4","09/12/2008 11:00",1014,9,36.3,50.2,26.9,22.8,13,120,6,173,1.3
"246","GR4","09/12/2008 12:00",1013,7.5,32.5,44,22.5,19.5,14,115,6,193,1.6
"247","GR4","09/12/2008 13:00",1012,5.3,35.4,43.5,29.9,17.8,13,270,7,212,1.7
"248","GR4","09/12/2008 14:00",1011,3.4,36.8,42.1,26.9,18.1,13,130,7,209,2
"249","GR4","09/12/2008 15:00",1010,4.1,52.1,58.3,15.5,17.3,12,48,7,197,1.9
"250","GR4","09/12/2008 16:00",1010,7.8,58.3,70.3,12.5,17.4,11,-2,6,193,1.4
"251","GR4","09/12/2008 17:00",1010,5.3,55.5,63.6,11.5,19.2,14,-3,5,192,0.8
"252","GR4","09/12/2008 18:00",1009,4.1,53.5,59.8,11.5,17.3,12,-3,5,205,1.3
"253","GR4","09/12/2008 19:00",1009,3.4,47.8,53.1,17,20,12,-3,5,202,1.6
"254","GR4","09/12/2008 20:00",1008,3.7,53.1,58.8,6.5,16.3,11,-3,5,202,1.5
"255","GR4","09/12/2008 21:00",1008,4.4,49.2,55.9,5,17,15,-3,6,196,0.9
"256","GR4","09/12/2008 22:00",1008,2.8,47.3,51.6,5.5,19.2,14,-3,6,227,0.9
"257","GR4","09/12/2008 23:00",1008,4.7,52.6,59.8,4,16.3,12,-3,6,237,1
"258","GR4","10/12/2008 00:00",1008,3.1,51.6,56.4,7.5,17.9,13,-3,5,255,0.9
"259","GR4","10/12/2008 01:00",1008,2.5,49.1,52.9,7.3,15.6,10,-3,5,312,2.1
"260","GR4","10/12/2008 02:00",1009,1.7,38.3,40.8,14,15.4,10,-3,3,295,1.9
"261","GR4","10/12/2008 03:00",1009,1.2,40.2,42.1,13,14.2,11,-3,3,287,1.8
"262","GR4","10/12/2008 04:00",1009,3.7,41.1,46.9,11,14.1,9,-4,3,315,1.4
"263","GR4","10/12/2008 05:00",1010,16.5,51.2,76.5,5,18.2,13,-4,3,302,1.3
"264","GR4","10/12/2008 06:00",1010,43.7,64.5,131.5,3,16.2,14,-4,2,302,1.3
"265","GR4","10/12/2008 07:00",1010,85.8,81.3,212.8,2,23.3,19,-3,2,291,1.2
"266","GR4","10/12/2008 08:00",1010,37.4,65,122.4,4,21.3,12,10,2,291,1.5
"267","GR4","10/12/2008 09:00",1010,37.1,59.3,116.2,5.5,23.9,14,79,3,285,1.4
"268","GR4","10/12/2008 10:00",1010,28.7,49.7,93.7,3,24.7,15,116,4,290,1.7
"269","GR4","10/12/2008 11:00",1010,23.1,42.1,77.5,8.5,26,16,87,4,301,1.6
"270","GR4","10/12/2008 12:00",1009,22.1,41.1,75.1,6,22.5,14,98,5,289,1.9
"271","GR4","10/12/2008 13:00",1009,16.8,41.1,66.9,5.5,19.1,12,103,5,297,2
